
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199705  -1.09  -2.54  -0.17  -0.82  -1.56  -0.15  -0.82  -0.50  -0.58   0.08
199706   8.08   5.26   9.96   3.95  11.03   7.85  10.61   5.00  10.81   1.81
199707   2.01  10.32  -1.23   6.49  -1.40   5.11  -2.35   5.63  -1.33   9.00
199708  -7.09  -5.28  -9.44  -5.01 -10.13  -5.12 -10.20  -3.98  -8.94  -1.63
199709  10.06  13.82   5.51  10.75   6.74  14.38   5.43  15.41   6.29   4.34
199710  -6.44  -3.67 -10.65  -6.72  -9.18  -7.28  -9.69  -6.03  -8.76  -7.91
199711   2.17   0.94   4.93   1.46   3.74  -1.12   5.42  -1.56   5.91  -0.80
199712   3.23   5.77   1.52   2.47   1.78   2.69   1.91   3.20   3.23  -1.07
199801   4.13   2.06   3.82   1.01   6.73   6.77   4.30   3.19   3.60   6.96
199802   8.82  11.49   7.95  10.41  10.54   8.51   9.96   8.41   8.69  11.82
199803  10.73  17.84   8.34  14.30   6.08  12.56   5.98  13.61   9.73  13.08
199804   3.67   5.05   3.02   3.47   3.17   3.73   1.35   3.79   1.63   6.65
199805   5.38   3.41   7.52   3.75   4.93   6.57   5.81   2.27   7.07   4.40
199806   2.23   0.67   2.54  -1.47   8.22   6.57   2.51   0.66   2.70  -0.41
199807   0.71   3.04  -0.38   3.93   0.29  -2.03  -1.27   3.32  -1.14  -3.68
199808 -11.12 -20.12  -7.05 -19.02  -1.90  -8.47  -6.01 -16.03  -8.73 -15.62
199809  -6.54 -17.03  -3.62 -15.76  -4.51  -5.43  -2.15 -13.68  -7.07 -14.04
199810  10.45  12.40  10.61  13.58  10.57   8.15  11.85  13.33  10.72  12.90
199811   6.54  12.02   5.46   9.58   4.26   3.30   6.14   6.80   7.40  11.83
199812   4.17   1.78   7.03   0.98   8.71   3.34   6.68   1.21   4.72   6.63
