,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Year,Month
4281,182.8,418.74,295.34,937.67,438.36,1426.4,189.81,841.83,344.26,168.57,1973,4
4282,172.78,396.56,283.28,935.65,413.07,1438.95,174.65,795.02,340.84,155.93,1973,5
4283,168.61,376.69,279.12,896.25,403.07,1410.52,170.95,801.88,339.7,147.9,1973,6
4284,106.8,242.26,187.52,590.2,186.47,932.47,92.56,426.98,279.83,74.27,1973,7
4285,115.73,261.9,200.7,597.87,197.01,929.52,103.59,456.14,272.03,81.76,1973,8
4286,112.09,249.82,197.65,571.33,190.42,882.19,99.32,432.88,264.27,80.11,1973,9
4287,118.6,270.16,207.14,623.66,186.68,947.87,107.56,436.23,284.12,86.21,1973,10
4288,116.65,263.69,210.05,661.5,197.56,895.34,104.29,444.05,272.96,86.48,1973,11
4289,101.37,217.05,180.16,622.4,176.31,818.12,85.16,417.88,239.38,75.58,1973,12
4290,99.91,209.71,183.16,675.88,169.39,852.63,84.7,404.8,246.3,77.69,1974,1
4291,102.33,223.09,183.93,623.59,172.75,869.65,90.56,394.27,256.2,78.67,1974,2
4292,102.23,218.59,183.12,613.64,173.1,918.85,91.16,388.31,255.01,79.7,1974,3
4293,100.62,218.92,181.97,600.69,169.53,873.67,88.53,395.82,244.53,76.81,1974,4
4294,97.85,210.3,179.37,561.6,164.6,827.29,87.3,395.85,214.43,72.18,1974,5
4295,95.36,212.53,174.65,514.93,158.05,803.5,88.6,394.12,201.93,66.32,1974,6
4296,94.68,213.33,173.83,479.35,152.26,815.04,87.73,376.02,189.67,64.16,1974,7
4297,85.45,190.51,161.62,481.17,141.72,752.81,76.66,325.07,189.91,60.08,1974,8
4298,77.12,178.76,144.48,435.33,134.71,757.06,66.72,297.45,171.45,53.71,1974,9
4299,67.64,158.42,126.04,400.37,112.96,726.5,58.84,251.11,167.85,48.54,1974,10
4300,78.38,166.85,146.08,483.48,130.23,805.33,64.75,325.16,190.23,58.49,1974,11
4301,74.99,157.99,137.04,472.42,123.84,768.62,60.77,319.88,188.01,56.97,1974,12
4302,74.84,150.9,130.99,478.69,117.76,777.37,59.18,316.15,185.04,54.5,1975,1
4303,88.89,182.87,149.94,510.39,136.38,863.57,74.38,316.02,218.67,64.24,1975,2
4304,92.27,190.12,161.49,519.77,154.23,896.28,78.22,365.32,218.59,66.02,1975,3
4305,98.65,203.54,169.96,507.12,155.6,885.18,86.64,369.67,215.39,68.75,1975,4
4306,101.47,212.28,185.95,541.71,164.6,876.71,88.75,371.86,210.6,70.94,1975,5
4307,106.75,218.66,191.26,602.65,174.97,917.16,92.68,404.3,226.53,75.03,1975,6
4308,117.7,243.14,198.09,597.02,183.22,947.37,99.97,383.32,279.1,80.03,1975,7
4309,111.67,240.54,186.94,569.29,166.77,907.51,92.37,337.0,264.23,75.11,1975,8
4310,107.71,230.68,184.74,560.93,161.19,863.13,92.01,326.35,258.59,71.09,1975,9
4311,104.91,224.42,173.69,553.84,159.68,848.76,88.84,309.38,255.15,66.58,1975,10
4312,116.23,243.77,183.41,546.74,173.5,906.54,98.3,342.09,270.3,69.16,1975,11
4313,121.35,250.57,188.29,534.26,181.65,955.61,102.71,363.69,276.62,71.61,1975,12
4314,119.41,248.78,186.13,543.4,179.66,950.87,100.04,340.28,278.56,71.32,1976,1
4315,132.65,287.3,217.95,590.3,212.44,1041.07,109.11,366.47,300.25,80.47,1976,2
4316,131.84,299.26,221.0,567.23,214.42,1064.6,114.56,341.05,287.46,82.9,1976,3
4317,132.92,311.02,223.62,607.79,222.99,1067.01,118.85,365.73,289.56,84.47,1976,4
4318,130.8,316.39,221.31,630.3,215.92,1085.32,113.38,349.86,289.86,83.3,1976,5
4319,127.82,304.13,218.51,658.36,216.39,1039.67,106.73,338.53,283.23,81.63,1976,6
4320,128.42,309.54,220.01,627.41,223.55,1100.16,101.75,335.43,305.7,83.12,1976,7
4321,130.83,308.85,217.15,622.61,218.58,1113.86,99.95,334.03,312.72,83.18,1976,8
4322,129.86,302.32,213.06,611.97,216.59,1152.16,102.89,339.49,319.17,82.2,1976,9
4323,131.72,317.04,215.91,654.85,222.68,1167.18,103.19,351.72,330.44,82.8,1976,10
4324,129.62,312.89,209.12,640.38,213.69,1182.12,102.18,340.6,326.1,82.37,1976,11
4325,131.06,306.48,208.41,643.91,217.29,1204.36,106.75,313.83,333.78,82.7,1976,12
4326,138.38,340.8,220.13,691.67,227.55,1242.39,109.09,335.58,353.52,89.6,1977,1
4327,132.96,327.71,206.83,691.18,219.73,1243.59,101.3,307.82,354.97,85.87,1977,2
4328,130.92,314.05,205.11,671.68,216.9,1239.33,99.66,308.01,340.04,84.17,1977,3
4329,128.87,304.55,204.86,657.37,217.16,1223.41,96.75,304.33,338.79,83.89,1977,4
4330,130.1,313.62,207.15,685.03,210.01,1231.4,93.4,292.49,343.6,85.63,1977,5
4331,129.07,309.81,200.81,675.17,205.41,1232.81,90.54,287.11,348.4,84.45,1977,6
4332,136.18,326.89,206.21,654.63,204.45,1234.07,93.01,285.51,394.76,85.86,1977,7
4333,138.79,321.58,198.72,651.99,205.63,1223.29,93.37,281.04,396.42,85.71,1977,8
4334,138.81,318.16,195.74,608.61,206.26,1179.52,97.41,289.9,380.44,84.75,1977,9
4335,139.79,322.17,194.69,612.7,203.35,1217.1,97.09,288.79,385.94,84.04,1977,10
4336,135.12,307.23,185.54,593.04,197.71,1155.43,93.73,285.34,372.05,80.18,1977,11
4337,141.11,306.06,193.88,607.39,208.23,1164.41,99.34,305.14,384.44,85.07,1977,12
4338,141.05,307.77,196.16,618.46,215.66,1185.76,98.59,310.08,380.99,85.71,1978,1
4339,134.43,286.07,184.5,574.13,205.94,1136.25,91.91,303.83,361.89,81.33,1978,2
4340,134.34,284.5,179.21,562.2,197.75,1165.92,91.13,292.8,357.31,80.99,1978,3
4341,140.44,300.88,185.76,580.05,197.26,1219.86,93.69,306.6,363.96,85.12,1978,4
4342,151.41,329.2,207.86,627.62,224.44,1255.48,103.87,337.16,362.58,93.21,1978,5
4343,156.85,326.32,218.4,632.42,227.67,1232.56,105.52,360.09,361.92,95.59,1978,6
4344,158.36,311.28,211.24,584.6,217.5,1260.81,102.47,356.22,381.89,92.15,1978,7
4345,163.79,330.86,227.69,612.61,237.27,1278.59,107.81,387.24,393.91,98.29,1978,8
4346,170.56,338.07,236.1,637.18,250.52,1335.23,114.18,393.01,391.96,104.64,1978,9
4347,170.24,337.32,231.32,670.77,240.07,1347.69,111.75,382.06,388.59,103.42,1978,10
4348,150.23,298.96,205.34,596.32,214.32,1313.96,96.34,332.56,358.53,88.46,1978,11
4349,152.83,296.7,210.11,631.86,225.84,1333.51,98.74,349.81,366.15,90.67,1978,12
4350,155.11,296.8,213.55,652.47,240.4,1330.23,98.23,361.28,358.88,91.59,1979,1
4351,161.01,312.76,227.61,678.75,251.24,1378.7,103.87,368.47,379.58,96.81,1979,2
4352,154.65,297.83,216.52,676.51,242.33,1348.85,98.61,352.47,369.98,93.51,1979,3
4353,161.16,318.72,232.32,743.61,263.2,1346.29,104.49,371.5,376.01,101.02,1979,4
4354,161.56,327.29,230.42,778.32,264.33,1317.16,105.14,375.38,363.84,102.45,1979,5
4355,159.09,323.83,224.65,755.58,257.74,1325.94,102.56,368.85,365.11,102.13,1979,6
4356,163.54,327.45,225.01,730.96,238.44,1245.25,103.27,356.39,403.58,105.93,1979,7
4357,168.12,333.39,230.27,744.04,234.69,1271.73,104.65,359.25,410.29,109.44,1979,8
4358,180.53,348.25,246.53,796.73,247.73,1268.63,113.71,393.4,414.62,115.41,1979,9
4359,176.84,346.07,244.72,853.67,243.68,1235.55,112.96,391.11,403.34,114.38,1979,10
4360,163.68,316.55,223.16,830.68,226.67,1195.31,102.84,373.49,376.92,102.73,1979,11
4361,171.79,308.53,232.17,903.43,242.97,1222.21,106.51,407.22,402.33,109.81,1979,12
4362,178.82,319.06,243.44,924.43,248.13,1198.66,110.19,415.13,395.46,114.19,1980,1
4363,184.9,351.84,260.32,1053.22,267.17,1173.72,111.8,412.46,399.27,119.71,1980,2
4364,175.32,325.42,252.3,1188.62,255.79,1161.44,106.2,390.7,381.54,115.87,1980,3
4365,158.95,296.59,223.11,979.36,223.58,1153.04,97.39,386.31,353.59,101.24,1980,4
4366,169.57,292.23,230.1,1048.81,225.55,1267.9,100.65,407.97,395.54,107.36,1980,5
4367,182.42,301.56,243.88,1084.13,236.89,1340.43,110.11,433.83,409.45,115.91,1980,6
4368,186.97,297.98,242.11,912.8,223.11,1262.05,109.65,383.14,463.15,116.4,1980,7
4369,200.14,334.75,268.8,931.97,259.69,1274.45,121.1,418.79,462.21,125.13,1980,8
4370,201.57,341.85,271.82,964.27,269.21,1332.38,122.86,423.17,452.44,128.46,1980,9
4371,201.74,343.88,278.56,1029.9,274.74,1305.94,125.15,438.05,449.58,133.02,1980,10
4372,202.25,337.43,279.91,1109.45,281.78,1263.24,123.35,434.92,455.13,133.92,1980,11
4373,203.62,352.03,302.58,1373.77,308.83,1194.43,127.72,471.39,487.06,144.44,1980,12
4374,206.77,349.01,296.29,1227.25,306.97,1201.98,126.91,495.53,474.83,144.35,1981,1
4375,211.65,345.3,291.24,1112.27,282.71,1268.28,127.55,490.86,460.15,139.5,1981,2
4376,216.99,366.22,304.09,1099.76,282.81,1334.45,130.21,493.34,449.84,141.51,1981,3
4377,232.82,394.76,322.46,1079.24,297.24,1347.5,146.75,529.33,459.25,151.75,1981,4
4378,235.12,404.48,319.25,1000.38,297.63,1430.92,150.81,548.82,444.41,152.7,1981,5
4379,240.88,413.76,315.91,956.03,309.79,1505.96,156.67,565.08,447.89,156.17,1981,6
4380,229.97,362.83,300.38,677.86,244.8,1239.19,150.4,445.85,486.84,143.99,1981,7
4381,227.73,351.89,292.35,732.82,235.4,1255.78,145.59,427.9,500.12,138.85,1981,8
4382,215.53,323.73,270.44,681.23,217.57,1221.04,137.72,394.71,491.17,129.21,1981,9
4383,210.73,314.69,251.35,576.6,209.48,1254.96,133.35,391.94,459.64,121.93,1981,10
4384,226.66,303.12,260.26,630.99,220.92,1379.89,142.61,422.47,478.83,130.78,1981,11
4385,232.06,315.02,271.12,671.39,223.39,1393.06,144.34,440.9,502.09,137.24,1981,12
4386,226.95,316.15,266.54,628.43,224.1,1370.42,141.64,437.05,486.23,131.54,1982,1
4387,224.43,319.74,258.54,576.55,230.63,1379.44,142.05,442.78,480.27,127.46,1982,2
4388,219.55,310.97,242.89,487.62,218.05,1276.87,140.03,427.77,473.45,122.23,1982,3
4389,224.78,322.48,238.24,470.85,211.51,1300.73,146.59,418.86,481.35,118.3,1982,4
4390,241.32,338.76,245.66,491.98,227.05,1243.11,155.98,449.44,496.73,123.09,1982,5
4391,231.75,334.32,232.43,499.23,213.62,1205.72,151.6,437.56,488.24,114.18,1982,6
4392,235.08,347.19,222.69,396.81,185.7,1052.85,148.77,380.34,495.59,110.81,1982,7
4393,234.24,345.96,216.68,366.37,189.03,1065.28,149.38,384.94,479.52,107.68,1982,8
4394,256.32,391.12,246.47,400.32,212.53,1179.84,167.49,434.37,530.77,120.34,1982,9
4395,266.25,393.56,244.97,410.13,215.84,1213.49,175.88,442.57,532.16,125.81,1982,10
4396,295.73,461.59,277.11,432.36,253.22,1311.52,206.54,481.06,553.71,146.02,1982,11
4397,309.8,495.99,293.21,401.75,279.94,1391.69,228.9,508.69,548.87,156.74,1982,12
4398,314.91,510.66,296.95,431.07,287.6,1400.71,224.32,513.92,567.59,154.51,1983,1
4399,311.84,536.83,309.64,451.07,312.03,1574.46,228.33,525.96,585.04,159.04,1983,2
4400,324.08,554.02,320.5,443.3,322.87,1544.77,247.17,547.89,588.15,166.22,1983,3
4401,346.88,549.86,327.79,476.46,325.3,1577.2,268.44,579.31,585.22,174.25,1983,4
4402,368.68,609.57,348.43,526.49,353.55,1691.75,293.17,608.3,603.86,189.66,1983,5
4403,366.65,598.48,356.02,532.87,364.97,1667.93,294.19,592.07,612.2,194.95,1983,6
4404,350.11,642.51,352.12,530.28,344.33,1424.68,287.94,529.0,640.04,196.24,1983,7
4405,340.93,617.15,344.54,528.01,326.63,1373.05,280.17,503.44,645.8,189.74,1983,8
4406,342.88,603.9,345.33,566.16,323.25,1401.79,268.06,495.89,649.16,188.34,1983,9
4407,357.53,628.8,353.87,542.48,330.99,1434.55,274.08,501.98,679.14,191.54,1983,10
4408,356.17,636.34,345.82,531.92,308.78,1359.44,269.93,490.55,695.92,184.34,1983,11
4409,364.75,658.54,366.69,536.19,316.25,1401.18,283.7,475.51,674.65,190.09,1983,12
4410,362.81,677.19,363.62,559.08,318.03,1358.0,272.24,461.15,644.27,188.47,1984,1
4411,363.34,640.16,351.11,589.59,298.83,1413.14,259.13,462.21,649.45,185.92,1984,2
4412,341.83,597.98,326.8,616.78,280.35,1359.71,247.23,450.63,621.46,177.08,1984,3
4413,347.83,602.18,339.04,621.61,285.14,1310.83,250.87,446.89,614.56,181.69,1984,4
4414,351.3,621.75,338.27,649.1,284.15,1339.02,252.84,462.93,608.35,178.68,1984,5
4415,344.47,581.83,318.64,574.98,269.12,1341.11,240.45,430.34,596.57,167.42,1984,6
4416,323.26,527.74,309.66,503.67,212.87,717.05,217.79,313.19,605.96,170.81,1984,7
4417,320.09,540.41,304.56,466.94,208.29,736.9,218.04,301.82,605.47,166.49,1984,8
4418,348.37,594.59,341.03,543.21,238.26,785.44,241.42,333.74,647.62,185.87,1984,9
4419,352.98,595.15,333.1,545.16,228.21,809.08,242.26,322.18,674.11,190.89,1984,10
4420,358.67,607.23,332.38,532.89,225.74,810.45,239.79,328.23,691.61,193.1,1984,11
4421,361.8,583.4,327.52,532.28,217.68,807.5,231.25,329.21,706.23,192.78,1984,12
4422,366.49,613.26,335.28,537.13,224.5,839.77,233.89,341.53,719.2,201.17,1985,1
4423,383.49,672.78,365.27,573.17,253.85,897.86,266.77,369.91,732.12,221.55,1985,2
4424,403.87,662.18,368.96,596.34,251.1,932.53,272.16,385.4,743.61,226.37,1985,3
4425,424.84,626.88,359.17,605.89,237.87,975.87,273.32,398.37,782.68,226.46,1985,4
4426,421.96,612.61,353.85,635.44,230.25,992.83,275.91,390.93,783.06,231.3,1985,5
4427,455.48,654.38,376.9,583.58,239.11,1057.53,304.17,432.65,818.27,246.63,1985,6
4428,430.56,610.72,366.91,470.93,219.65,937.88,276.52,378.82,866.69,251.58,1985,7
4429,420.86,624.99,381.98,472.55,231.47,899.82,267.77,377.61,821.67,252.8,1985,8
4430,406.08,587.81,375.99,480.65,225.69,909.47,266.45,375.19,829.87,252.7,1985,9
4431,406.48,569.86,361.24,486.27,217.08,866.03,256.45,352.09,783.77,240.44,1985,10
4432,406.89,580.38,374.85,521.35,224.97,916.21,277.56,349.09,828.53,257.24,1985,11
4433,443.47,642.58,401.58,518.17,244.86,1022.86,303.4,386.49,852.86,276.89,1985,12
4434,469.64,688.12,420.15,514.54,266.66,1048.78,318.33,404.93,893.11,291.29,1986,1
4435,482.86,701.78,427.95,476.11,267.0,1003.41,325.64,411.97,922.78,302.27,1986,2
4436,537.12,773.17,473.05,482.2,282.57,1085.74,353.22,439.94,979.18,328.12,1986,3
4437,589.17,843.14,500.49,501.01,283.57,1134.36,385.66,498.56,1007.59,344.26,1986,4
4438,596.79,812.84,494.77,515.15,295.93,1175.21,387.33,508.61,968.67,338.06,1986,5
4439,652.32,843.58,518.78,560.45,294.46,1246.87,425.92,548.72,999.46,355.24,1986,6
4440,610.75,767.63,464.85,485.25,264.9,1160.48,349.18,479.67,1033.01,357.09,1986,7
4441,579.91,699.05,431.83,471.37,243.65,1120.35,315.83,456.27,1081.68,335.42,1986,8
4442,597.28,757.02,460.6,554.07,257.42,1196.07,323.28,475.91,1165.79,359.54,1986,9
4443,533.35,700.15,430.71,555.97,241.02,1087.68,295.69,420.6,1048.67,328.49,1986,10
4444,590.12,748.4,457.88,584.03,245.14,1147.05,314.06,461.47,1099.38,343.9,1986,11
4445,598.99,795.49,472.94,618.09,256.41,1205.13,316.8,467.15,1104.26,344.44,1986,12
4446,584.43,780.02,465.61,616.09,247.48,1179.15,299.04,468.81,1061.23,337.0,1987,1
4447,668.7,924.81,530.9,715.62,288.91,1237.82,335.13,527.11,1155.48,374.25,1987,2
4448,709.62,953.12,554.57,706.22,316.98,1237.33,369.63,591.85,1123.83,392.63,1987,3
4449,724.15,1003.28,576.6,791.86,325.72,1246.37,378.15,592.14,1098.2,390.34,1987,4
4450,701.48,1042.3,567.31,800.56,341.75,1211.74,367.92,577.36,1046.07,375.0,1987,5
4451,722.48,1042.77,569.61,803.34,344.9,1243.85,370.11,584.58,1019.28,375.53,1987,6
4452,740.82,949.77,545.23,814.39,312.18,1247.21,351.68,495.7,1052.18,316.37,1987,7
4453,781.44,1027.5,586.99,848.92,316.87,1351.06,374.03,525.22,1029.92,326.66,1987,8
4454,807.78,1088.85,605.32,876.95,342.11,1444.61,386.73,536.92,1060.44,340.31,1987,9
4455,794.71,1049.36,612.88,848.68,334.15,1500.03,363.7,520.11,1029.78,336.57,1987,10
4456,630.16,769.46,446.48,693.88,248.9,1309.97,265.14,419.42,954.0,257.59,1987,11
4457,580.84,710.79,423.32,618.1,225.38,1201.36,241.14,382.59,923.18,240.55,1987,12
4458,630.58,773.51,468.22,663.91,252.69,1253.47,261.68,407.39,921.34,253.48,1988,1
4459,650.36,810.91,473.62,724.99,249.36,1383.99,278.39,435.24,1009.42,271.35,1988,2
4460,691.97,869.49,509.72,746.74,267.99,1428.03,308.23,447.13,991.5,280.9,1988,3
4461,691.32,846.13,503.99,768.64,256.51,1405.64,307.41,436.49,953.11,277.71,1988,4
4462,698.26,883.9,513.82,809.27,265.61,1436.78,320.6,429.76,945.76,277.58,1988,5
4463,695.76,896.29,511.1,816.65,262.91,1469.56,311.73,428.41,976.53,280.72,1988,6
4464,606.88,572.56,569.36,833.25,285.6,1575.15,303.59,409.62,949.78,249.7,1988,7
4465,618.05,568.13,557.42,874.85,272.88,1609.87,294.42,418.45,951.48,249.86,1988,8
4466,620.29,527.4,533.39,858.5,251.48,1560.53,288.36,418.07,942.72,248.97,1988,9
4467,662.16,553.46,549.51,843.57,260.1,1662.01,312.25,435.74,962.22,259.54,1988,10
4468,722.37,569.96,560.31,869.8,261.25,1718.5,312.89,445.29,987.21,259.83,1988,11
4469,678.12,577.91,550.19,873.65,254.67,1772.99,305.65,437.35,973.94,252.54,1988,12
4470,691.48,580.61,567.63,900.86,269.03,1814.2,312.64,446.86,973.5,254.49,1989,1
4471,733.85,629.72,611.48,958.94,290.54,2012.87,333.94,478.96,995.71,273.22,1989,2
4472,727.34,607.47,597.12,946.08,282.5,1982.5,330.17,466.61,970.06,272.97,1989,3
4473,766.09,609.03,604.89,986.29,267.89,2110.76,340.66,492.3,969.2,283.54,1989,4
4474,748.78,609.37,641.39,1019.54,284.63,2310.31,363.73,521.79,1007.65,297.22,1989,5
4475,791.03,627.62,668.53,1046.44,293.81,2443.19,385.41,546.05,1043.83,311.34,1989,6
4476,762.12,618.6,610.29,998.07,254.47,2255.28,348.01,469.82,1101.61,299.78,1989,7
4477,857.62,653.13,659.42,1043.09,262.41,2537.23,383.0,536.98,1161.42,326.69,1989,8
4478,849.34,694.78,689.22,1086.48,269.51,2577.87,396.5,540.3,1143.42,340.54,1989,9
4479,852.28,662.77,676.17,1100.08,263.35,2673.48,388.86,525.07,1142.93,346.18,1989,10
4480,840.29,625.98,647.51,1110.58,254.51,2611.01,375.35,528.94,1149.7,329.55,1989,11
4481,852.48,619.41,669.15,1147.05,249.58,2663.09,380.71,553.65,1178.98,331.34,1989,12
4482,867.29,546.54,688.99,1220.55,247.17,2830.26,386.8,564.12,1229.24,326.15,1990,1
4483,786.93,529.4,646.72,1166.43,245.17,2452.97,365.43,525.0,1164.03,297.68,1990,2
4484,785.87,552.39,663.66,1199.13,256.29,2443.45,373.6,513.95,1158.87,306.54,1990,3
4485,822.33,569.87,691.81,1191.19,269.96,2562.28,398.37,535.64,1143.82,306.69,1990,4
4486,820.14,547.47,676.08,1158.66,266.24,2490.61,392.9,539.01,1076.86,298.58,1990,5
4487,895.61,597.56,727.68,1218.24,303.19,2768.81,443.58,613.51,1126.38,328.66,1990,6
4488,842.74,549.23,691.19,1134.82,300.62,2405.91,425.3,604.56,1135.23,308.2,1990,7
4489,837.59,533.32,693.42,1241.61,279.19,2318.08,411.37,619.22,1140.29,299.11,1990,8
4490,778.63,459.53,608.01,1228.79,245.58,2090.87,362.52,577.6,1056.93,264.51,1990,9
4491,753.13,416.77,561.68,1213.31,230.71,2121.2,333.21,557.19,1056.85,238.65,1990,10
4492,773.54,400.38,553.3,1162.52,224.43,2214.17,325.92,570.45,1137.13,223.76,1990,11
4493,822.07,415.96,596.49,1182.53,251.0,2278.47,358.9,624.74,1161.06,248.07,1990,12
4494,860.72,413.24,627.72,1162.61,262.32,2302.13,373.11,645.14,1163.31,261.06,1991,1
4495,906.79,440.77,669.54,1146.17,303.03,2314.44,410.64,681.82,1142.43,281.38,1991,2
4496,1010.42,483.64,710.73,1240.71,325.12,2345.88,444.76,753.25,1189.68,309.71,1991,3
4497,1055.94,495.27,729.15,1272.93,331.83,2387.35,490.39,799.04,1204.46,321.22,1991,4
4498,1060.7,485.46,736.16,1307.74,323.71,2402.64,503.04,792.29,1197.98,327.76,1991,5
4499,1107.09,554.8,789.65,1279.58,335.73,2386.99,546.59,831.98,1191.89,345.16,1991,6
4500,1022.74,537.69,705.25,1144.59,306.08,2304.25,502.64,725.27,1184.68,315.18,1991,7
4501,1093.41,537.28,730.05,1200.43,321.35,2395.74,531.59,793.17,1226.97,331.59,1991,8
4502,1154.59,526.75,740.36,1215.75,323.15,2428.62,552.51,816.25,1261.57,343.46,1991,9
4503,1114.12,512.17,723.63,1206.88,320.82,2451.83,540.29,817.69,1301.76,342.05,1991,10
4504,1116.91,507.1,736.18,1229.82,329.78,2510.51,532.72,870.51,1313.21,351.4,1991,11
4505,1112.94,467.32,697.0,1125.56,318.46,2391.17,528.37,851.23,1329.43,335.06,1991,12
4506,1277.06,505.55,779.79,1157.35,349.61,2617.05,600.02,994.0,1389.12,376.24,1992,1
4507,1241.87,557.0,798.19,1123.06,374.8,2581.4,608.84,949.69,1320.87,385.17,1992,2
4508,1256.97,622.99,815.04,1116.72,390.52,2565.13,630.83,923.45,1297.05,399.72,1992,3
4509,1242.22,636.24,810.03,1090.12,372.34,2545.06,626.29,876.34,1290.14,391.02,1992,4
4510,1258.35,704.78,839.43,1208.27,372.59,2711.71,608.42,863.41,1319.8,396.12,1992,5
4511,1276.58,700.54,838.14,1268.7,377.52,2651.19,618.04,879.05,1348.38,404.49,1992,6
4512,1137.77,701.38,774.26,1222.4,347.82,2410.31,547.62,694.38,1387.91,404.76,1992,7
4513,1199.81,730.77,801.27,1311.06,361.47,2593.65,571.65,737.02,1475.88,419.6,1992,8
4514,1208.4,662.38,773.03,1346.46,345.27,2564.36,572.22,713.89,1461.38,406.96,1992,9
4515,1229.91,666.92,789.83,1347.6,359.14,2604.59,598.38,687.23,1465.79,423.73,1992,10
4516,1229.35,665.2,799.59,1299.48,368.87,2579.01,628.26,709.87,1454.49,437.67,1992,11
4517,1274.65,720.21,828.99,1271.87,392.61,2740.07,672.86,743.65,1443.31,467.48,1992,12
4518,1279.38,743.46,843.35,1295.54,395.96,2883.26,677.9,733.85,1474.47,488.04,1993,1
4519,1274.93,813.14,844.83,1337.81,416.1,2911.98,681.35,686.32,1505.93,506.77,1993,2
4520,1252.87,808.72,858.58,1412.26,416.56,3125.24,673.79,625.12,1591.9,511.66,1993,3
4521,1256.33,851.7,876.43,1469.44,427.08,3218.05,693.07,632.82,1611.73,532.32,1993,4
4522,1141.57,870.58,880.6,1485.89,412.43,3113.72,636.18,645.46,1604.26,516.57,1993,5
4523,1180.1,884.24,907.41,1504.46,449.68,3238.78,674.98,668.0,1595.6,526.52,1993,6
4524,1076.13,890.17,858.75,1370.49,423.35,3309.98,588.93,574.24,1674.66,529.48,1993,7
4525,1052.76,901.99,862.61,1383.22,407.69,3398.03,595.46,543.47,1701.69,542.28,1993,8
4526,1095.65,910.02,892.63,1430.05,435.28,3599.51,619.47,556.28,1755.44,561.21,1993,9
4527,1075.01,918.44,875.54,1448.82,442.23,3573.27,616.95,562.36,1737.19,572.68,1993,10
4528,1142.06,999.38,907.02,1433.18,450.02,3647.83,637.94,597.02,1697.9,559.89,1993,11
4529,1152.19,1004.21,920.63,1342.0,452.6,3451.21,641.41,603.18,1594.56,547.78,1993,12
4530,1174.67,1047.73,953.53,1349.45,466.86,3422.01,632.98,617.41,1618.06,563.3,1994,1
4531,1168.55,1128.54,1003.65,1414.48,490.78,3548.65,642.41,619.98,1594.54,590.78,1994,2
4532,1151.95,1083.6,996.6,1367.97,499.85,3348.82,654.35,585.42,1505.94,568.67,1994,3
4533,1101.67,1012.63,954.04,1318.19,483.32,3218.29,623.06,546.68,1445.23,546.67,1994,4
4534,1114.58,1004.79,957.73,1393.0,478.81,3255.18,626.83,563.66,1470.84,556.69,1994,5
4535,1100.25,982.59,979.09,1393.48,489.87,3303.46,617.13,593.49,1383.41,576.01,1994,6
4536,944.24,831.35,835.48,1256.09,423.13,2552.45,535.36,544.2,1322.48,507.6,1994,7
4537,967.1,871.52,878.88,1302.16,442.46,2624.01,538.13,550.69,1385.52,523.44,1994,8
4538,1028.97,868.83,917.54,1305.74,485.89,2639.05,566.95,610.73,1385.87,540.09,1994,9
4539,1024.27,823.91,901.62,1294.1,485.27,2597.62,554.25,627.11,1339.37,518.51,1994,10
4540,1055.27,810.85,898.62,1400.78,524.04,2586.82,562.0,635.1,1356.33,520.1,1994,11
4541,1038.74,775.91,851.52,1339.73,517.31,2502.31,539.36,641.03,1354.65,494.82,1994,12
4542,1049.13,808.88,885.41,1331.59,532.66,2545.46,528.24,647.85,1351.06,503.79,1995,1
4543,1064.48,760.51,886.13,1340.48,530.31,2661.88,535.01,689.79,1436.84,529.6,1995,2
4544,1103.34,797.5,933.57,1403.12,570.6,2717.43,550.68,707.21,1439.96,556.46,1995,3
4545,1135.22,807.8,968.77,1481.51,598.18,2716.05,576.4,724.83,1406.66,570.1,1995,4
4546,1164.88,817.34,1001.67,1520.65,646.56,2827.79,570.57,754.38,1444.97,582.92,1995,5
4547,1222.71,863.36,1037.18,1574.34,672.39,2914.12,591.11,765.44,1539.22,612.39,1995,6
4548,1119.75,989.11,982.34,1520.0,699.73,2736.1,594.3,757.7,1546.12,574.49,1995,7
4549,1140.14,1030.22,1016.68,1561.89,760.43,2890.54,617.91,807.17,1535.75,602.81,1995,8
4550,1148.26,1040.78,1016.17,1531.99,760.82,3102.55,602.98,818.24,1548.9,624.57,1995,9
4551,1229.91,1039.58,1040.65,1565.54,774.46,3251.45,624.72,884.28,1638.15,653.63,1995,10
4552,1244.03,987.41,1018.74,1568.25,786.76,3232.66,594.4,889.82,1657.36,641.82,1995,11
4553,1298.37,1043.69,1074.92,1630.64,788.01,3330.84,633.73,937.0,1673.49,678.77,1995,12
4554,1314.48,1091.05,1094.85,1732.86,756.6,3481.83,632.53,994.46,1750.48,685.95,1996,1
4555,1351.28,1133.13,1138.15,1749.02,772.77,3507.58,635.73,1054.91,1778.4,712.24,1996,2
4556,1393.1,1156.69,1149.8,1763.33,823.73,3416.16,662.99,1047.99,1720.78,731.1,1996,3
4557,1376.57,1211.03,1194.43,1850.88,790.28,3364.79,699.98,1054.9,1704.3,735.53,1996,4
4558,1381.23,1258.05,1223.7,1930.71,873.88,3494.65,732.98,1053.7,1653.83,739.73,1996,5
4559,1488.2,1295.95,1250.45,1942.9,910.46,3490.45,769.51,1097.69,1673.96,753.91,1996,6
