This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199105  ,-0.13  ,-0.97  ,-7.04  ,-5.31  ,-2.50   ,4.36  ,-2.87   ,4.90  ,-4.65  ,-0.63   ,0.44  ,-4.17  ,-4.73  ,-1.28  ,-4.36  ,-2.38  ,-2.64   ,0.28   ,0.06  ,-3.36  ,-4.04   ,0.46   ,1.19   ,2.15  ,-2.73
199106   ,1.97   ,1.03   ,1.15  ,-1.26   ,4.24   ,3.26   ,1.21   ,0.75   ,0.33  ,-1.29  ,-7.10  ,-1.07   ,0.99   ,0.34  ,-1.09  ,-1.40   ,0.05   ,0.30   ,3.80   ,0.68   ,2.44   ,1.40   ,0.04  ,-2.61  ,-1.20
199107   ,9.43   ,8.82   ,4.48   ,7.26   ,7.66   ,6.83   ,6.21  ,12.40   ,6.94   ,6.39   ,0.37   ,7.95   ,7.59   ,3.38   ,4.93   ,4.73   ,5.29   ,3.35   ,7.59   ,2.52   ,7.35   ,4.95  ,11.56   ,5.86   ,3.22
199108  ,-1.30  ,-0.98   ,0.21  ,-1.89  ,-0.14   ,1.99  ,-1.39  ,-4.31   ,2.30  ,-0.95   ,0.02  ,-1.21  ,-1.92  ,-3.02   ,2.68  ,-0.48  ,-2.87  ,-2.98   ,0.07  ,-2.63   ,0.18  ,-3.99  ,-0.36  ,-0.23  ,-1.72
199109   ,6.65   ,5.42   ,5.39   ,8.68   ,4.47   ,3.82   ,2.15   ,2.43   ,1.93   ,6.43   ,0.04   ,3.44   ,3.07   ,2.82   ,3.59   ,2.21   ,1.99   ,1.34  ,-0.56   ,4.06   ,2.45   ,0.47  ,-0.13   ,0.67   ,2.51
199110  ,13.66   ,6.42   ,5.49   ,8.68   ,2.36   ,7.02   ,2.50   ,4.52  ,-0.03  ,11.78   ,4.68   ,4.15   ,5.18  ,10.25   ,5.07   ,2.73   ,1.47   ,2.39   ,0.91   ,5.15   ,4.08   ,5.02   ,3.26   ,4.96   ,5.94
199111   ,3.10   ,0.01   ,2.70   ,3.05   ,3.08  ,-1.34   ,1.29  ,-0.23   ,0.31   ,3.17   ,0.50   ,0.03  ,-1.29   ,0.59   ,5.68  ,-0.55   ,0.42   ,3.78  ,-0.29   ,1.34  ,-3.57  ,-0.41   ,0.95   ,0.59   ,0.31
199112  ,-4.54  ,-0.47   ,0.65  ,-2.65  ,-0.76  ,-0.59  ,-0.99  ,-1.86  ,-1.41  ,-3.14   ,0.24  ,-0.45  ,-2.55  ,-2.75  ,-1.34  ,-0.30   ,2.58   ,0.42   ,3.26   ,3.38  ,-0.08   ,1.13   ,1.77   ,3.93   ,2.36
199201   ,3.16   ,2.00   ,3.11   ,2.20   ,4.27  ,-0.89   ,2.11  ,-2.02   ,3.18  ,-0.37   ,2.09   ,2.68   ,1.34  ,-2.76   ,6.63   ,0.87   ,3.01   ,1.89  ,-1.25   ,1.91   ,1.11  ,-0.11   ,2.66   ,1.15   ,4.78
199202   ,5.34   ,4.62   ,2.84   ,4.57   ,4.11   ,1.52   ,0.12   ,4.96   ,4.28   ,2.52   ,1.70   ,0.45  ,-0.21  ,-1.26   ,1.45   ,1.08   ,1.28   ,3.25   ,1.62  ,-0.39   ,3.41  ,-1.44   ,5.49   ,1.32   ,4.33
199203  ,-2.98   ,1.30   ,3.21   ,2.49   ,3.59  ,-3.06  ,-1.21 ,-12.20  ,-4.55  ,-3.44   ,1.49   ,1.07   ,3.76   ,1.20  ,-1.48   ,0.91  ,-0.68   ,2.08   ,0.76   ,0.20  ,-0.80  ,-1.52  ,-1.09   ,1.34   ,0.73
199204  ,-2.92   ,0.64  ,-0.98  ,-6.61  ,-1.00   ,2.07   ,2.92   ,1.74   ,3.03  ,-3.09   ,2.11   ,2.26   ,2.05   ,8.84   ,3.04   ,1.73   ,2.10   ,4.31   ,6.29   ,3.16   ,4.42   ,4.92   ,5.79   ,7.87   ,8.35
199205   ,2.72   ,8.22   ,3.80  ,-2.01   ,2.22   ,8.23   ,6.48  ,-1.74   ,3.20   ,3.91   ,9.77   ,8.70   ,3.82   ,1.03   ,2.42   ,6.74  ,10.15   ,6.33  ,10.76   ,8.44   ,8.97   ,7.84  ,12.22   ,4.91   ,9.69
199206  ,-4.06  ,-2.77  ,-2.00  ,-6.90  ,-4.68  ,-1.71  ,-0.52  ,-2.86  ,-0.25  ,-0.33   ,1.61  ,-0.64   ,0.11  ,-5.13   ,1.34  ,-1.39   ,1.31  ,-0.53   ,3.57   ,0.82  ,-0.86  ,-5.06  ,-2.05   ,0.81  ,-0.76
199207   ,3.46  ,-1.01  ,-2.09   ,1.95   ,1.80  ,-1.50  ,-4.47  ,-4.49  ,-4.12  ,-2.30   ,1.11  ,-2.60  ,-2.19   ,6.70  ,-3.70  ,-3.32  ,-6.52   ,0.92  ,-0.39  ,-5.24  ,-1.49  ,-3.60   ,0.48  ,-3.07  ,-7.31
199208  ,-5.98  ,-3.89  ,-6.20  ,-3.74  ,-3.66  ,-6.29  ,-6.96  ,-7.13  ,-5.41  ,-5.30  ,-5.60  ,-6.61  ,-7.38  ,-0.96  ,-4.52  ,-6.97  ,-6.77  ,-3.45  ,-8.90  ,-8.82  ,-7.07  ,-8.09  ,-4.44  ,-3.66  ,-6.64
199209  ,-1.37   ,0.08  ,-0.64  ,-1.49  ,-1.08   ,0.26  ,-2.60  ,-1.36  ,-1.30  ,-0.67  ,-0.14  ,-2.19  ,-0.34   ,1.71  ,-0.47  ,-1.88  ,-1.40  ,-0.12  ,-0.73  ,-1.02  ,-4.31  ,-3.25  ,-1.12  ,-2.66  ,-1.04
199210  ,-1.61  ,-3.11  ,10.34  ,-0.28  ,-1.46  ,-0.74   ,1.32   ,1.02   ,1.34   ,2.57   ,0.45  ,-0.61   ,4.57   ,0.28   ,1.98  ,-2.03   ,5.30   ,0.71   ,2.75  ,-1.18  ,-2.01  ,-4.92   ,6.58   ,8.85   ,7.13
199211  ,-0.41   ,1.13   ,7.02   ,1.72   ,2.58   ,2.70  ,-0.63   ,0.37   ,2.08   ,4.88  ,-1.34   ,0.98   ,1.70   ,7.67   ,2.67   ,0.25   ,0.24  ,-0.20   ,3.33  ,-0.63   ,1.56  ,-2.37  ,-3.57  ,-2.86  ,-4.95
199212   ,9.04   ,3.33  ,-0.22   ,5.16   ,1.66  ,-0.18   ,3.80   ,1.85   ,2.84   ,1.19   ,2.96   ,2.57   ,1.02   ,3.49  ,-0.73   ,3.63  ,-2.95   ,2.48   ,1.10  ,-2.05   ,5.08   ,8.38  ,-2.59  ,-1.32  ,-3.55
199301   ,1.18   ,0.50   ,4.52   ,4.22   ,4.13   ,2.30   ,0.97   ,0.70   ,1.87   ,4.18  ,-0.15   ,3.78   ,4.27  ,-4.26  ,-0.06   ,1.15   ,2.60   ,4.19   ,2.27   ,2.38  ,-1.89  ,-2.90   ,3.38   ,3.70   ,1.29
199302   ,7.97   ,8.08   ,7.50  ,11.72   ,7.15   ,4.67  ,11.20   ,9.84   ,9.47   ,4.46   ,6.69  ,10.62   ,4.51   ,8.36   ,8.07   ,6.52   ,5.44   ,3.14   ,7.62   ,6.52   ,8.78   ,7.92   ,7.49   ,8.09  ,12.94
199303   ,9.63   ,6.96   ,9.02   ,4.14   ,8.79   ,6.54   ,8.46   ,3.51  ,-0.02   ,5.25   ,5.86   ,5.85   ,2.99   ,6.42  ,10.23   ,4.13   ,0.20   ,1.81   ,8.76   ,8.38   ,2.97   ,2.93   ,0.41   ,1.26   ,3.66
199304  ,10.81   ,7.19  ,11.49   ,7.51  ,10.39  ,10.31   ,7.14   ,2.71   ,9.37   ,6.18  ,11.59  ,13.57   ,3.30   ,6.94   ,4.65   ,7.65   ,9.94   ,6.00   ,5.69   ,9.20   ,2.11   ,0.65   ,6.67   ,6.86   ,7.34
199305   ,8.26   ,5.70  ,22.70   ,5.91   ,9.71   ,1.88  ,13.01   ,4.62   ,9.93   ,2.60   ,8.45  ,13.12   ,7.90  ,11.31   ,0.75   ,2.77  ,10.14   ,4.61   ,4.11  ,11.43   ,2.06  ,-0.35   ,4.97   ,8.11   ,5.31
199306   ,1.80  ,-0.64  ,10.88  ,-0.23  ,-0.66  ,-1.48   ,1.85  ,-0.10  ,-7.12  ,12.82  ,-1.46  ,-3.46  ,-1.57  ,-2.81  ,-2.49  ,-3.31  ,-2.81  ,-1.91  ,-3.54  ,-1.83  ,-2.35  ,-2.55  ,-1.25  ,-3.75  ,-4.52
199307  ,15.77   ,5.48   ,7.94   ,8.04  ,10.48   ,3.21   ,3.98   ,2.22  ,-4.92   ,1.79   ,1.40   ,7.00  ,-2.82  ,-2.59   ,2.12  ,-3.88   ,9.34   ,1.43  ,-0.61  ,-0.80   ,8.56   ,7.03   ,0.77  ,-0.31  ,-2.98
199308   ,3.78   ,6.71   ,1.67   ,7.89   ,4.64   ,5.63   ,8.13   ,2.46   ,3.61   ,9.66   ,6.62   ,2.23   ,4.63   ,6.06   ,4.64   ,5.54   ,2.45  ,10.60   ,8.29   ,3.74  ,-0.33   ,6.04   ,9.90   ,8.53   ,4.60
199309  ,-5.03  ,-1.94  ,-0.86  ,-4.50  ,-8.73   ,0.36  ,-1.32  ,-0.37  ,-3.01  ,-4.37  ,-2.00  ,-3.57  ,-4.46   ,0.07  ,-1.17  ,-2.75  ,-2.73   ,0.58  ,-3.10  ,-1.50  ,-4.15  ,-1.35   ,0.96   ,4.14   ,5.28
199310   ,9.55   ,9.36   ,9.90  ,13.32  ,11.79  ,11.21   ,9.31   ,7.85  ,14.82  ,10.12   ,7.46   ,9.61   ,7.70  ,22.79  ,15.26  ,14.08   ,9.41  ,11.23  ,15.46  ,18.33  ,14.03  ,13.24  ,16.62  ,20.53  ,21.70
199311  ,-0.13   ,0.60   ,1.57  ,-1.95  ,-3.23  ,-2.23  ,-1.22   ,1.98  ,-0.21   ,2.09  ,-1.38  ,-2.63   ,0.20   ,1.43   ,1.21  ,-3.32   ,1.32  ,-1.83  ,-1.96   ,0.04  ,-2.66  ,-3.69  ,-3.88  ,-1.05   ,0.94
199312  ,18.47  ,12.90  ,14.48  ,18.55  ,16.27  ,17.60  ,12.88  ,11.85  ,11.75  ,13.81  ,15.59  ,19.48  ,24.90  ,17.69  ,20.45  ,16.77  ,12.99  ,15.98  ,12.14  ,14.70  ,15.92  ,15.20  ,19.21  ,33.07  ,31.77
199401  ,16.86  ,11.32  ,13.12   ,9.60  ,13.08   ,6.28   ,0.81   ,2.83  ,-4.82   ,3.27   ,4.47   ,4.23   ,4.92   ,0.18  ,-0.96   ,8.10   ,1.25   ,0.44   ,1.43  ,-0.50   ,8.04   ,7.74  ,-2.58  ,-2.06  ,-4.40
199402   ,3.23  ,-2.12  ,-0.58   ,0.97  ,-0.18   ,1.63   ,1.24  ,-2.41  ,-1.93  ,-3.08  ,-2.16  ,-3.54  ,-1.52  ,-2.81  ,-3.11  ,-3.27  ,-3.17  ,-3.89  ,-3.31  ,-5.34  ,-6.02  ,-6.10  ,-7.93  ,-8.54  ,-7.87
199403 ,-12.11  ,-9.17  ,-7.25  ,-9.13  ,-8.25 ,-12.22  ,-8.06  ,-4.90 ,-11.69  ,-9.53  ,-8.72 ,-10.05 ,-10.14 ,-12.18  ,-9.10  ,-8.25  ,-7.30 ,-10.09  ,-9.84 ,-10.28  ,-6.24 ,-11.70  ,-8.74  ,-9.75  ,-9.71
199404   ,0.38   ,0.42  ,-0.57   ,0.69  ,-1.21   ,4.51   ,4.04   ,0.62   ,0.60  ,-1.12   ,2.63   ,3.73   ,5.71   ,4.06   ,0.02  ,-0.28   ,2.14   ,4.31   ,3.92  ,-1.60   ,2.43   ,3.71   ,5.68   ,0.62  ,-3.19
199405   ,1.24   ,4.18  ,-0.35  ,-0.62  ,-0.34  ,-0.23   ,4.48  ,-1.17   ,0.90   ,2.10   ,3.24   ,2.48  ,-0.23   ,2.39  ,-0.55   ,5.07   ,3.78   ,1.15  ,-0.53   ,3.09   ,5.01   ,5.85   ,5.00   ,4.78   ,7.13
199406  ,-2.63  ,-5.06  ,-2.51  ,-2.67  ,-2.12  ,-3.25  ,-4.39  ,-4.84  ,-6.79  ,-4.54  ,-3.90  ,-2.35 ,-10.12  ,-4.79  ,-4.52  ,-6.76  ,-3.34  ,-4.97  ,-4.45  ,-4.97  ,-5.84  ,-4.90  ,-5.06  ,-8.32 ,-10.93
199407   ,0.98   ,2.67   ,1.70   ,0.58   ,2.33   ,2.45   ,3.29   ,2.18   ,2.18  ,-0.29   ,3.16   ,2.20   ,3.30   ,0.49  ,-1.44   ,3.61   ,4.17   ,3.51   ,3.44   ,3.62   ,3.72   ,4.57   ,5.00   ,8.87   ,7.17
199408   ,1.58   ,0.46   ,4.65   ,3.37  ,-0.70   ,1.20   ,2.16   ,2.73   ,1.57  ,-1.66   ,3.82   ,5.01   ,1.61   ,0.98   ,4.14   ,4.17   ,1.28   ,1.89   ,0.28   ,3.35   ,1.94   ,4.80   ,5.99   ,5.67   ,1.13
199409  ,-2.27  ,-1.97  ,-2.06  ,-0.10  ,-1.72  ,-1.09  ,-0.80  ,-1.53   ,2.58  ,-2.40   ,1.66  ,-1.91  ,-0.40  ,-0.93  ,-2.97  ,-1.72  ,-2.23   ,0.83   ,0.39   ,1.61  ,-2.12  ,-3.56  ,-3.87  ,-1.55  ,-1.70
199410  ,-0.03  ,-1.35  ,-3.89  ,-2.55  ,-2.85   ,0.30  ,-1.52  ,-0.21  ,-1.18  ,-2.89   ,1.53   ,2.47   ,0.13   ,0.45  ,-1.25   ,0.12   ,1.86   ,2.25   ,2.39  ,-0.34   ,2.90   ,0.28   ,3.66   ,0.86  ,-0.23
199411  ,-5.48  ,-4.36  ,-3.87  ,-7.35  ,-8.38  ,-5.23  ,-5.52  ,-7.02  ,-7.47 ,-12.27  ,-6.94  ,-3.94  ,-4.50  ,-8.15 ,-11.47  ,-4.35  ,-6.13  ,-5.58 ,-11.96 ,-10.48  ,-5.89  ,-3.29  ,-8.02 ,-12.87 ,-11.81
199412  ,-1.52  ,-3.25  ,-3.02  ,-2.65  ,-2.38  ,-2.31  ,-1.12  ,-2.98  ,-6.09  ,-4.89   ,0.27   ,0.36  ,-2.40  ,-3.58  ,-1.38   ,0.53   ,1.10  ,-0.39  ,-1.32  ,-1.52  ,-1.28   ,0.25   ,1.69  ,-3.34  ,-2.96
199501  ,-4.09  ,-7.38  ,-7.54  ,-8.85  ,-8.76  ,-6.94  ,-6.95  ,-7.30  ,-8.62 ,-10.86  ,-6.13  ,-8.52  ,-7.23  ,-8.06  ,-9.92  ,-4.97  ,-8.75  ,-6.52  ,-6.95 ,-10.35  ,-0.28  ,-8.44  ,-8.12  ,-8.20 ,-10.19
199502  ,-2.24   ,0.76  ,-3.41  ,-2.29  ,-2.27   ,2.15  ,-1.59   ,3.22   ,0.28   ,3.22   ,2.09   ,1.94   ,2.45   ,2.74   ,2.56  ,-0.97   ,2.70   ,2.62   ,6.23   ,3.49   ,1.46   ,6.47   ,5.18  ,15.30   ,9.27
199503  ,-2.76   ,0.48   ,0.56  ,-0.58  ,-4.54   ,0.20   ,1.26  ,-0.08  ,-3.38  ,-3.99  ,-1.36  ,-0.96  ,-0.48   ,0.02  ,-0.61   ,0.67   ,0.12   ,0.47  ,-1.07  ,-1.10  ,-0.01   ,2.35   ,1.24   ,1.84   ,0.22
199504   ,3.15   ,2.49   ,0.00  ,-1.58   ,0.82   ,3.19   ,0.60   ,0.53   ,0.26  ,-2.77   ,1.39   ,1.31   ,2.38   ,0.81   ,1.28   ,5.97   ,4.11   ,4.04   ,0.10   ,1.52   ,5.44   ,2.83   ,3.33  ,-3.37  ,-3.67
199505  ,-1.88  ,-2.56  ,-2.50  ,-0.18   ,0.64  ,-0.05   ,0.11   ,1.52   ,1.35   ,4.28   ,1.40   ,1.97   ,3.26   ,3.91   ,4.27  ,-1.61   ,0.35   ,4.20   ,5.92   ,5.04  ,-0.09   ,1.69   ,5.76  ,11.10   ,8.94
199506  ,-0.90  ,-1.41   ,0.28  ,-0.29  ,-3.03  ,-0.57  ,-0.56  ,-2.70   ,2.21   ,2.96  ,-1.17  ,-8.19  ,-2.17  ,-1.64   ,3.27   ,1.17  ,-2.03  ,-2.31  ,-2.96   ,1.17  ,-2.77  ,-0.02  ,-3.31  ,-3.11  ,-1.75
199507   ,6.13   ,6.86   ,4.81   ,8.99  ,12.23   ,6.81   ,6.92   ,6.24   ,8.06   ,8.74   ,8.03   ,5.50   ,8.01   ,5.39   ,8.78   ,6.16   ,4.01   ,5.06   ,5.94   ,5.54   ,8.62   ,6.41   ,2.31   ,3.66   ,4.23
199508   ,9.10   ,6.87   ,1.78   ,5.93   ,7.18   ,2.20   ,5.05   ,3.62   ,3.65   ,0.30   ,2.39   ,3.90  ,-1.65  ,-0.13  ,-0.07   ,0.55  ,-0.63  ,-3.33  ,-0.80   ,0.82   ,0.87  ,-0.92  ,-1.26  ,-4.20  ,-3.89
199509   ,0.25   ,2.16   ,2.75   ,0.85   ,0.22   ,2.01   ,4.03   ,1.27   ,6.43  ,-0.74   ,0.87  ,-1.18   ,1.08   ,0.69   ,2.39   ,0.65   ,1.78   ,2.12   ,3.33   ,0.26   ,2.14   ,0.40   ,1.42   ,4.17   ,6.35
199510  ,-4.27  ,-3.81  ,-0.71  ,-2.36  ,-2.66  ,-4.16  ,-1.15  ,-0.69  ,-0.53  ,-3.88  ,-2.16  ,-1.69  ,-2.00  ,-2.01  ,-2.80  ,-0.10  ,-1.34  ,-1.76  ,-3.06  ,-2.25  ,-1.71   ,1.08  ,-0.64   ,1.60   ,0.95
199511   ,2.61   ,7.90   ,0.29   ,4.31   ,4.55   ,1.52   ,1.06  ,-0.27   ,0.99  ,-1.50   ,0.00   ,0.68   ,0.31   ,0.04  ,-1.32   ,0.68   ,1.64   ,2.16   ,1.41  ,-0.52   ,2.54   ,0.77   ,0.86   ,1.52   ,2.19
199512  ,-1.19   ,0.46  ,-1.26  ,-3.22   ,0.59   ,5.60   ,3.98   ,1.66   ,2.36   ,1.10   ,3.51   ,4.09   ,1.31   ,2.49   ,1.71   ,2.44   ,5.86   ,2.31   ,2.24   ,0.38   ,2.21   ,3.30   ,3.10   ,6.85   ,2.21
199601   ,8.57   ,5.18   ,5.99   ,7.86   ,9.04   ,7.83   ,2.82   ,4.81  ,11.23   ,9.31   ,5.52   ,5.75   ,9.58   ,6.33   ,8.16   ,3.76   ,7.66   ,5.32  ,12.42  ,12.20   ,4.11   ,6.04   ,8.87  ,10.23  ,17.80
199602   ,5.31   ,1.00   ,3.61   ,2.83   ,4.42   ,4.17   ,2.60   ,1.18   ,0.86   ,1.55   ,2.66  ,-0.03   ,0.76   ,2.87   ,2.82   ,1.16  ,-0.87   ,6.66   ,4.18   ,1.41   ,2.16   ,1.36   ,1.13  ,-1.13  ,-3.27
199603   ,1.69   ,0.01  ,-0.75  ,-1.83  ,-0.29   ,1.18  ,-0.90  ,-0.82   ,0.20  ,-2.69   ,1.41   ,0.57   ,0.09   ,0.18  ,-0.91   ,1.70   ,0.80   ,0.45  ,-0.79  ,-0.44   ,0.67  ,-1.13  ,-0.80  ,-0.40  ,-1.80
199604   ,3.91   ,2.40   ,5.17   ,1.78   ,1.97   ,7.96   ,1.63   ,3.15   ,4.79   ,2.92   ,2.77   ,4.57   ,1.55   ,0.57   ,3.92   ,2.59   ,2.08   ,2.97   ,0.81   ,2.64   ,1.92   ,3.53   ,1.60  ,-0.21   ,1.55
199605   ,3.08   ,2.55   ,1.84   ,1.56   ,4.49   ,8.91   ,0.19  ,-1.64  ,-0.83   ,2.59   ,0.80  ,-0.62  ,-0.78   ,1.35  ,-0.86  ,-2.63  ,-0.33  ,-0.21  ,-2.19   ,2.42  ,-3.11   ,3.69   ,0.57   ,0.48   ,3.94
199606  ,-2.41  ,-1.77  ,-1.93  ,-2.69  ,-3.12  ,-3.56  ,-1.64  ,-0.66  ,-3.40   ,0.17   ,0.06  ,-0.84  ,-1.12  ,-3.79   ,0.03  ,-1.48  ,-0.50   ,0.90   ,2.36  ,-2.14   ,0.41  ,-4.06  ,-1.86  ,-1.70  ,-1.04
199607  ,-5.71  ,-3.40  ,-4.82  ,-3.87  ,-6.02  ,-5.50  ,-3.90  ,-4.43  ,-4.76  ,-6.02  ,-4.67  ,-3.78 ,-10.21  ,-3.91  ,-5.68  ,-2.16  ,-4.76  ,-4.39  ,-7.56  ,-5.18  ,-4.05  ,-4.76  ,-5.03  ,-4.56  ,-6.13
199608   ,4.25   ,3.83   ,4.93   ,4.43   ,3.55   ,2.98   ,4.82   ,5.44   ,5.04   ,4.40   ,1.65   ,1.82   ,5.55   ,3.89   ,5.32   ,4.60   ,0.05   ,5.46   ,6.03   ,4.32   ,5.91   ,3.68   ,4.57   ,4.55   ,2.77
199609   ,3.76   ,1.79   ,0.69   ,4.79   ,3.35   ,1.87   ,1.42   ,2.57   ,1.11   ,2.01   ,2.87   ,1.66   ,3.90   ,3.19   ,0.53   ,4.28   ,1.91   ,2.63  ,-0.84   ,1.59   ,4.52   ,3.89   ,3.53   ,3.86  ,-1.65
199610   ,5.77   ,4.17   ,6.88   ,4.81   ,6.55   ,3.29   ,7.14   ,6.84   ,0.94   ,5.31   ,1.45   ,2.71   ,1.27   ,0.00   ,0.78   ,4.50  ,-1.20   ,3.06   ,0.99   ,2.66   ,4.10   ,1.95   ,3.44   ,1.51   ,1.40
199611  ,11.46   ,5.61   ,5.10   ,8.25  ,11.40   ,5.75   ,6.30   ,6.91   ,6.87   ,3.93   ,7.43   ,7.52   ,9.36   ,6.30   ,7.51   ,9.68   ,6.79   ,6.56   ,9.75   ,3.71  ,11.72   ,7.09   ,6.49   ,7.35   ,0.91
199612   ,0.16   ,0.02   ,0.27  ,-0.11   ,0.09  ,-0.11   ,2.69   ,0.26  ,-3.68  ,-0.89  ,-1.33   ,0.90  ,-3.28   ,0.78  ,-1.82   ,2.66  ,-0.21  ,-2.23   ,0.11   ,1.44  ,-0.21   ,2.29  ,-1.35   ,0.43   ,0.22
199701   ,0.22   ,0.67   ,1.24   ,1.09  ,-0.85   ,1.22   ,1.13  ,-1.64   ,2.25  ,-1.18   ,0.67  ,-1.68  ,-3.13  ,-2.03  ,-1.28  ,-1.98  ,-3.37  ,-2.09  ,-0.15  ,-3.59  ,-4.09  ,-2.91  ,-1.76   ,0.34  ,-0.17
199702   ,5.30   ,8.52   ,5.04   ,5.73   ,6.84   ,2.20   ,5.39   ,3.39   ,2.70   ,6.13   ,1.22   ,3.77   ,2.42   ,2.59   ,3.51   ,4.68   ,1.57   ,0.69   ,3.93   ,4.60   ,1.44   ,0.39   ,1.24  ,-1.16  ,-0.94
