
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198403   3.58   1.93   3.89   2.01   3.83   4.32   3.09   3.23   3.82   4.03
198404  -3.64  -3.24  -4.16  -4.97  -2.08  -2.11  -2.93  -3.09  -2.24  -2.80
198405   1.87   6.84   0.54   3.92   3.31   5.73   2.58   2.65   2.29  11.44
198406   1.37  -0.47   2.15  -1.30   1.95  -5.95   1.93   0.50   1.56  -2.92
198407   5.42  12.72   4.70  17.18   4.78  24.56   3.71   6.21   3.67  12.44
198408   1.58   6.17  -2.78   6.50  -2.60   4.40   7.34   7.23  -3.92   2.09
198409   3.89  11.14  -1.60  11.89  -0.21   7.35  10.72  10.91  -0.47  -2.13
198410  -4.34  -4.67  -3.45  -4.59  -2.77  -5.05  -5.58  -4.54  -0.75 -10.11
198411  -0.06   9.10  -3.74   9.91   0.26  10.77   2.21   3.81  -0.65  -0.10
198412  -2.32   0.96  -5.55   1.17  -0.19   1.66   1.07   0.89   0.54   2.59
198501  16.31  18.89   6.00  13.59   9.09  19.31  19.34  26.57   5.83   7.67
198502  -6.81  -9.59  -5.33 -11.24  -5.96 -10.42  -9.74  -7.33  -3.79 -12.65
198503   7.72   8.49   6.13   8.15   7.65   8.40   6.19   9.70   7.50   4.54
198504  -2.15  -1.45  -0.03  -2.10  -0.51  -1.24  -0.68  -4.26   0.00   0.40
198505   1.58   2.01   3.23   1.30  -0.67   5.37  -2.69   1.41   0.59  -4.37
198506  -2.31  -7.81   0.88  -5.18   0.84 -18.17  -0.51  -4.93   2.00   0.26
198507  10.70   9.62  13.70   6.01  19.05  13.64   9.46   8.62  14.87   6.08
198508  -0.91   0.80  -1.21   0.02  -2.06   2.48  -0.89  -0.45  -1.12  -3.33
198509   2.01   4.07   0.46   1.64   3.13   4.47   4.75   3.74   1.79  -2.51
198510   9.22   6.42   9.52  10.77  12.06   6.60   6.40   8.55  10.66  15.68
198511   9.54   2.59  11.58   1.68  11.36  -5.10  11.83   8.05  10.26   7.83
198512   3.21   6.37   3.65   8.56   4.44   7.10   8.04   1.91   2.79   5.81
198601  12.14   7.50  19.25  20.58   8.97   8.40   2.17   4.92  18.14  27.04
198602  26.12  29.30  25.15  31.49  23.08  28.39  27.54  29.82  23.25  26.71
198603  21.56  12.20  26.42  21.88  23.49  11.93  10.68  11.52  25.16  57.58
198604  13.54  14.17   9.73  15.84  15.50   2.51  11.60  11.34   3.79  10.41
198605  -4.85   7.04  -8.98   1.34  -5.65  19.94  -1.90   5.36 -10.47  -9.50
198606  -1.79  -4.84   1.19  -4.81  -3.53 -10.70   0.02  -2.86   0.08  -6.77
198607   4.25   1.16   9.44   5.37   3.35   1.23  -4.53  -1.25   9.74   3.62
198608  12.71  10.62  16.07  20.27  11.20   8.35   6.68   8.23  11.69  18.97
198609   1.50   3.38   1.55   3.45   0.52   5.07   6.24   4.67   1.90   9.70
198610 -11.20 -13.17  -9.24 -10.08 -10.88 -11.59 -13.36 -13.03  -9.16 -15.12
198611   8.41   6.20  10.85   9.74   7.50   3.47   1.00   4.21  10.80  12.25
198612   6.66   1.70  10.27  11.95   5.92  -3.41  -0.16  -0.37   9.85   5.05
198701  16.28   0.57  22.80  25.29  25.17  13.67  31.05   6.03  28.44  35.65
198702   1.06  -0.59   1.59  -3.62   3.60  -0.74  14.25  -0.63   2.01  -0.70
198703  -7.87 -10.28  -5.81  -8.03  -7.56 -11.82 -12.62 -11.05  -5.12  -3.71
198704  -0.42  -3.72  -0.39  -6.17   8.15  -3.23  11.93  -3.12   3.98  13.30
198705   2.18   5.62  -0.13   2.84  -0.60  12.04   5.47   5.57  -2.89   7.73
198706   6.98  17.18   1.25   4.79   5.56   6.76  17.62  14.74   2.78   8.01
198707  19.37  11.22  22.70   9.94  18.32   3.05  19.95  12.37  19.37  47.02
198708  11.98  13.29  10.37  23.45   3.68  27.24  24.89  13.29   4.28  27.77
198709   1.17  -6.87   5.25   4.31  -0.67  -1.91   3.60  -4.57   2.26   1.44
198710 -22.55 -15.44 -23.83 -16.49 -16.22 -17.33 -27.79 -17.86 -13.87 -39.10
198711   7.12   1.16  13.01   6.02   2.75  -0.49 -20.02   2.14   8.11 -16.33
198712  10.21   5.11  12.71   0.27  13.97  -1.38  28.33   5.05   3.88  -3.95
198801   0.29   5.06  -2.99  -0.73   0.36  -1.00   2.81  -0.70  -4.00   8.19
198802   4.56   1.85   0.05   7.83  -0.55   9.31  -5.16   7.50   2.72   0.65
198803   6.71   9.63   6.50   5.17   8.80   4.52   9.71   5.50   5.53   8.28
198804  -0.74  -1.73   0.71  -1.93   5.08  -1.72  -0.57  -1.91   3.77  -1.14
198805   0.32  -1.12   7.04  -3.00   3.60  -3.06   6.41  -3.05   4.46   3.78
198806  -1.39   4.85  -2.01  -1.29  -0.11  -1.13   0.95  -1.45   2.77   0.20
198807  -3.21  -5.17  -4.53  -3.21  -3.10  -3.52  -4.67  -3.10  -4.21  -4.66
198808  -1.12  -5.22  -3.17   0.72  -2.76   0.82  -7.31   0.76  -1.76  -7.59
198809   0.36   0.61  -0.62   1.50  -0.87   1.51  -6.43   1.51  -0.30  -3.44
198810   7.31   3.99   9.69   4.40  10.52   4.25  11.41   4.79  10.13  10.71
198811   3.08   0.55   1.76   4.10   1.18   4.47  -2.28   4.17   0.42  -3.70
198812  -1.77  -0.70  -2.21  -0.47  -2.66  -0.75  -6.02  -0.47  -0.58  -9.29
198901   1.65  -0.18   0.07   2.60   2.31   6.12   3.30   3.27   1.72  -2.91
198902  -1.56  -3.15   1.43  -3.41   1.95  -1.65   4.75  -3.69   1.42   1.27
198903   0.59   0.95   3.14  -1.88   6.54  -0.24   6.19  -1.60   5.19  -1.27
198904   8.39   5.84   5.98  10.01  11.79   8.96  14.51  10.33   9.61   0.65
198905  -1.51   0.08  -7.44   3.26  -8.30   5.51  -9.87   3.38  -9.78  -5.66
198906   2.84   0.32   4.83   2.26   3.78   4.72   6.07   2.43   5.45   0.96
198907   3.05   4.83   5.79   1.27   5.22   1.21   5.63   0.83   5.22   8.38
198908   0.61   1.69   2.88  -0.43   2.29  -0.82   3.21  -0.13   3.21   2.11
198909   4.32   9.62   1.04   5.13   0.08   4.69  -0.09   6.74   0.12  -0.52
198910  -2.75  -1.77  -5.48  -0.32  -6.15   0.96  -9.27  -0.95  -7.39  -3.50
198911   2.58  -1.09   0.93   4.94   2.14   5.06   2.91   4.00   3.14  -0.47
198912   0.34   4.44   0.07  -1.08  -2.05  -1.16  -2.30  -0.46  -0.22   2.30
199001  -3.50  -2.50  -7.24  -4.12  -4.51  -3.68  -1.21  -2.93  -6.93   4.44
199002  -2.91  -1.28  -8.53  -3.55  -5.15  -1.87  -3.41  -1.62 -10.05  -3.74
199003  -2.92  -1.87  -1.66  -4.72   0.22  -2.23  -0.05  -3.27  -4.84  -2.50
199004   7.81   4.80  13.56  10.53  12.44   5.59  10.97   4.27  13.90  14.20
199005   6.24   3.77   7.47   7.04   6.67   3.62   5.31   6.24   8.36   3.77
