
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199402   1.87  -4.68   4.81   3.93   1.69  -1.67  -3.35  -4.48  -1.13  -6.32
199403  -7.24  -0.04  -9.52  -7.85  -9.14  -3.81 -12.09  -2.79  -3.69  -7.89
199404   1.58   3.62   2.22  -4.66   4.21  -0.34  -3.90   0.88   0.71   2.63
199405   0.73  -2.99  -0.89  -3.16   1.46   0.41   8.32  -1.28   5.35   7.01
199406  -3.43  -2.80  -4.10   3.03  -3.13   3.57  -6.17   1.98  -3.00  -4.67
199407  11.68  14.52  14.38   6.50  13.35   5.76   7.99   4.40   9.91  10.40
199408  -0.33   1.29   1.33   1.07  -0.45  -0.48  -1.95  -0.64  -8.15  -0.55
199409  -6.34 -10.19  -5.19  -9.08  -4.99  -7.41 -10.14  -8.43  -8.55  -9.63
199410   5.98   6.94   8.29   6.96   7.84   7.24  -0.78   7.39   1.38   0.04
199411  -1.66  -1.08  -3.20   3.71  -2.64  -1.09  -0.31  -1.53   8.04  -2.93
199412   6.82   3.51   6.51  11.54   4.60   4.58  12.51   1.12   7.57   7.98
199501   0.79   3.88   0.33   5.52   1.18   2.84   2.78   2.96   2.07   0.37
199502  -1.73   2.87  -2.42  -1.64  -3.29   7.53  -4.48  -3.56  -3.41   1.92
199503  -1.10   1.60  -1.03   0.91  -1.10  -0.25  -1.91  -1.05  -4.95   3.70
199504   8.16   3.75   8.33   1.63   7.92   8.43   5.96   8.67   3.88   3.14
199505  -0.96   3.18  -1.21   4.56  -0.16  -0.44  -5.13  -1.33  -6.11   2.76
199506   4.22   2.03   4.19   2.51   3.89   0.13   9.93   7.21   8.34   3.81
199507   4.12   4.41   4.05   3.75   5.12   1.13   5.15   4.28   2.49   3.34
199508  -5.17  -2.82  -5.00  -5.68  -3.59  -8.41  -1.55  -0.02  -5.63  -2.20
