,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Year,Month
4789,9695.35,3928.14,5361.15,7748.02,7095.34,14183.48,7487.31,4471.06,9534.03,5074.74,2015,8
4790,9355.63,3682.35,5120.58,7472.35,6698.42,12990.64,7070.63,4075.49,9101.95,4768.85,2015,9
4791,9320.36,3595.17,4915.31,7130.77,6680.13,12652.87,6955.72,3805.01,9028.12,4645.29,2015,10
4792,9947.52,3830.86,5383.52,8044.21,7398.97,13738.15,7262.59,4078.04,9197.73,4959.74,2015,11
4793,9837.65,3900.84,5405.28,8141.44,7474.17,13923.07,7364.6,4109.71,8905.69,5070.52,2015,12
4794,9941.55,3729.76,5294.63,7770.27,7322.36,13487.48,7422.46,4120.8,8666.81,4925.26,2016,1
4795,10014.21,3214.21,4927.19,7483.39,6878.38,13469.26,7126.49,3721.06,9062.63,4518.25,2016,2
4796,10036.22,3339.8,5103.03,7317.53,6827.64,13593.21,7119.99,3675.03,9201.38,4515.62,2016,3
4797,10638.48,3738.52,5438.53,8167.33,7418.48,14411.68,7581.71,3821.73,9969.67,4838.48,2016,4
4798,10649.49,3786.94,5569.66,9115.71,7149.19,14389.33,7566.13,4043.85,9879.89,4984.66,2016,5
4799,10714.08,3782.55,5540.58,9076.26,7550.95,14506.4,7626.18,4138.3,10055.8,5051.54,2016,6
4800,11591.49,3412.64,5335.46,9535.19,7098.15,15247.77,7327.01,3763.15,10968.22,4626.71,2016,7
4801,11732.41,3705.37,5552.89,9270.94,7698.24,15503.27,7578.64,4028.35,10931.58,4829.39,2016,8
4802,11638.84,3707.31,5582.27,9491.78,7796.53,15174.57,7489.51,3899.42,10541.44,5005.02,2016,9
4803,11472.64,3680.25,5569.55,9753.1,8047.0,15238.84,7459.38,3948.17,10823.67,4946.49,2016,10
4804,11444.96,3584.38,5422.06,9533.95,8052.59,14702.58,7157.65,3671.21,10740.54,4992.51,2016,11
4805,10966.75,3847.87,5763.71,10394.46,8107.72,16007.44,7487.71,3761.28,10512.94,5599.93,2016,12
4806,11312.87,4019.1,5791.77,10591.92,8220.13,17164.19,7448.38,3751.4,10982.01,5764.85,2017,1
4807,11497.37,4126.46,5982.84,10135.73,8651.58,17885.95,7566.75,3846.57,10860.6,5838.15,2017,2
4808,11919.36,4099.12,6232.69,9908.02,9067.39,17875.14,7840.53,4133.25,11245.71,6069.58,2017,3
4809,11979.66,4132.33,6266.04,9927.33,9328.62,18025.48,7891.09,4148.2,11252.15,5995.36,2017,4
4810,12121.14,4200.1,6400.59,9730.43,9612.4,17974.9,8124.58,4196.81,11277.36,6054.4,2017,5
4811,12456.48,4234.84,6478.16,9394.67,9976.86,17717.06,8273.33,4189.61,11497.9,6055.84,2017,6
4812,10945.95,4655.24,6335.57,8432.51,9202.05,16663.25,7708.46,4156.3,11326.84,6044.89,2017,7
4813,10924.33,4591.44,6463.01,8610.72,9645.66,17656.84,7696.22,4198.83,11798.44,6132.85,2017,8
4814,10733.84,4584.26,6128.14,8124.77,10028.96,17214.22,7614.19,4310.39,12150.69,6104.46,2017,9
4815,10650.41,4817.4,6396.54,9064.61,10200.03,17144.75,7794.61,4414.79,11881.91,6434.16,2017,10
4816,10651.11,4866.62,6581.84,9193.32,10983.35,16510.9,8067.64,4339.69,12230.21,6622.39,2017,11
4817,11292.38,4828.46,6795.4,9548.17,11132.61,17176.45,8755.4,4433.31,12469.85,6926.32,2017,12
4818,11642.08,4771.36,6943.68,10020.21,11147.32,17924.38,9008.68,4422.46,11820.13,7048.12,2018,1
4819,11860.28,4882.94,7276.66,10299.55,12093.17,18629.08,9875.89,4742.4,11476.07,7478.41,2018,2
4820,11250.47,4639.54,7001.48,9140.33,12083.27,17672.78,9422.42,4553.83,10904.89,7232.6,2018,3
4821,11175.03,4363.34,6836.3,9673.88,11732.99,17211.3,9232.16,4468.48,11212.96,7085.38,2018,4
4822,10722.43,4351.39,6610.02,10721.6,11768.18,16721.29,9622.13,4457.35,11510.55,7138.15,2018,5
4823,10360.36,4473.17,6772.75,11029.75,12606.16,15668.02,9718.04,4566.05,11541.65,7253.19,2018,6
4824,9941.41,4193.87,6789.53,10425.75,11914.16,17552.79,9783.5,4241.96,12326.0,6758.57,2018,7
4825,10220.09,4117.49,7152.28,10535.42,12295.85,17904.85,10126.58,4499.45,12521.8,7035.32,2018,8
4826,10087.4,4081.25,7109.43,10256.8,13204.84,18414.18,10955.2,4706.94,12581.68,7198.08,2018,9
4827,10195.38,3911.63,7108.81,10577.43,13282.62,18732.76,11114.66,4814.64,12473.64,7131.81,2018,10
4828,10242.16,3791.37,6388.73,9379.77,12141.5,18547.55,10203.27,4407.25,12525.33,6612.71,2018,11
4829,10261.46,4036.06,6681.56,9188.12,12058.71,19005.24,10319.42,4699.31,12877.56,6804.94,2018,12
4830,9059.2,3559.55,6089.34,8040.78,11152.08,17316.72,9437.68,4314.54,12299.62,6087.78,2019,1
4831,9713.73,3925.96,6672.1,9029.39,12331.74,18166.06,10205.06,4535.67,13041.82,6689.74,2019,2
4832,9903.33,4066.58,7000.3,9329.7,13129.55,17860.25,10327.78,4699.77,13444.66,6901.07,2019,3
4833,10213.56,3839.58,6971.62,9507.44,13648.66,18212.17,10782.59,4748.76,13856.52,6822.01,2019,4
4834,10527.28,4007.31,7263.16,9599.48,14448.44,19195.68,11315.71,4593.79,13976.09,7294.48,2019,5
4835,9923.17,3501.9,6584.27,8400.2,13250.42,18613.69,10689.04,4448.52,13700.42,6835.52,2019,6
4836,10452.26,3815.45,6817.8,8586.74,13270.88,19612.99,10919.97,4254.33,14251.49,7033.58,2019,7
4837,10626.38,3893.35,6889.37,8209.51,13819.37,19884.19,11087.98,4163.29,14083.31,7194.35,2019,8
4838,10532.41,3739.54,6770.17,7543.64,13551.05,20174.5,11161.97,4133.32,14504.09,6857.64,2019,9
4839,10752.04,3868.83,7045.85,7923.48,13805.83,20418.36,11330.59,4097.05,15217.89,7010.86,2019,10
4840,10906.54,4137.19,7056.67,7870.53,14264.18,20749.56,11493.91,4197.48,14986.94,7267.68,2019,11
4841,11115.25,4242.41,7310.0,8077.58,15086.83,21433.05,11810.35,4440.09,14603.42,7651.44,2019,12
