,Mkt-RF,SMB,HML,RF,Year,Month,Day
17514,-0.92,0.65,0.16,0.023,1991,9,13
17515,0.42,-0.54,-0.23,0.023,1991,9,16
17516,-0.05,-0.04,-0.14,0.023,1991,9,17
17517,0.37,-0.05,-0.15,0.023,1991,9,18
17518,0.32,0.38,-0.27,0.023,1991,9,19
17519,0.23,0.44,-0.28,0.023,1991,9,20
17520,-0.47,0.1,-0.1,0.023,1991,9,23
17521,0.44,-0.35,0.0,0.023,1991,9,24
17522,-0.17,0.03,-0.03,0.023,1991,9,25
17523,-0.03,0.11,0.4,0.023,1991,9,26
17524,-0.21,-0.06,0.08,0.023,1991,9,27
17525,0.53,0.12,-0.05,0.023,1991,9,30
17526,0.27,-0.04,-0.61,0.018,1991,10,1
17527,-0.29,-0.02,0.15,0.018,1991,10,2
17528,-0.94,0.0,0.37,0.018,1991,10,3
17529,-0.61,0.4,0.12,0.018,1991,10,4
17530,-0.6,-0.38,0.17,0.018,1991,10,7
17531,0.26,-0.07,-0.07,0.018,1991,10,8
17532,-0.89,0.59,-0.29,0.018,1991,10,9
17533,0.73,-0.75,0.04,0.018,1991,10,10
17534,0.24,0.05,0.21,0.018,1991,10,11
17535,1.21,-0.48,-0.23,0.018,1991,10,14
17536,1.23,-0.09,-0.04,0.018,1991,10,15
17537,0.64,0.76,-0.12,0.018,1991,10,16
17538,-0.29,0.18,-0.02,0.018,1991,10,17
17539,0.18,0.11,0.15,0.018,1991,10,18
17540,-0.6,0.45,-0.04,0.018,1991,10,21
17541,-0.43,0.49,-0.14,0.018,1991,10,22
17542,-0.05,0.0,-0.3,0.018,1991,10,23
17543,-0.81,-0.32,0.36,0.018,1991,10,24
17544,-0.3,-0.28,0.34,0.018,1991,10,25
17545,1.18,-0.75,-0.31,0.018,1991,10,28
17546,0.57,0.05,0.01,0.018,1991,10,29
17547,0.52,0.18,0.23,0.018,1991,10,30
17548,0.09,0.74,-0.41,0.018,1991,10,31
17549,-0.31,0.15,-0.29,0.02,1991,11,1
17550,-0.34,-0.14,0.01,0.02,1991,11,4
17551,-0.26,0.31,0.02,0.02,1991,11,5
17552,0.28,-0.25,0.28,0.02,1991,11,6
17553,0.92,-0.22,-0.15,0.02,1991,11,7
17554,0.01,0.43,-0.18,0.02,1991,11,8
17555,0.15,0.36,-0.64,0.02,1991,11,11
17556,0.87,-0.19,-0.23,0.02,1991,11,12
17557,0.12,-0.29,0.08,0.02,1991,11,13
17558,-0.11,-0.13,-0.09,0.02,1991,11,14
17559,-3.55,0.38,1.0,0.02,1991,11,15
17560,0.5,-0.5,-0.87,0.02,1991,11,18
17561,-1.6,-0.69,0.28,0.02,1991,11,19
17562,-0.13,0.54,-0.07,0.02,1991,11,20
17563,0.43,-0.14,-0.39,0.02,1991,11,21
17564,-0.95,0.28,-0.29,0.02,1991,11,22
17565,-0.33,-0.37,0.09,0.02,1991,11,25
17566,0.5,-0.94,0.1,0.02,1991,11,26
17567,-0.22,0.22,-0.34,0.02,1991,11,27
17568,-0.18,0.68,-0.36,0.02,1991,11,29
17569,1.38,-1.35,-0.64,0.018,1991,12,2
17570,0.07,0.38,-0.49,0.018,1991,12,3
17571,-0.12,0.46,-0.56,0.018,1991,12,4
17572,-0.55,0.35,-0.5,0.018,1991,12,5
17573,0.37,0.0,-0.36,0.018,1991,12,6
17574,-0.23,-0.11,-0.36,0.018,1991,12,9
17575,-0.12,-0.38,-0.27,0.018,1991,12,10
17576,-0.19,-0.43,0.09,0.018,1991,12,11
17577,0.92,-0.44,0.15,0.018,1991,12,12
17578,0.72,0.16,0.04,0.018,1991,12,13
17579,0.16,0.68,-0.83,0.018,1991,12,16
17580,-0.5,0.22,-0.81,0.018,1991,12,17
17581,0.11,-0.22,-0.38,0.018,1991,12,18
17582,-0.4,-0.26,0.0,0.018,1991,12,19
17583,0.99,-1.28,0.6,0.018,1991,12,20
17584,2.28,-1.43,0.71,0.018,1991,12,23
17585,0.81,0.04,0.55,0.018,1991,12,24
17586,1.44,0.23,-0.03,0.018,1991,12,26
17587,0.58,0.62,-0.44,0.018,1991,12,27
17588,2.04,0.13,-0.36,0.018,1991,12,30
17589,0.63,0.56,0.15,0.018,1991,12,31
17590,-0.1,-0.12,0.56,0.015,1992,1,2
17591,0.55,0.5,0.21,0.015,1992,1,3
17592,-0.01,1.01,0.04,0.015,1992,1,6
17593,0.06,0.71,-0.05,0.015,1992,1,7
17594,0.38,0.93,-0.67,0.015,1992,1,8
17595,0.23,1.1,-0.7,0.015,1992,1,9
17596,-0.63,0.07,0.47,0.015,1992,1,10
17597,-0.14,0.54,0.01,0.015,1992,1,13
17598,1.32,-0.16,0.27,0.015,1992,1,14
17599,0.31,0.32,1.58,0.015,1992,1,15
17600,-0.62,0.45,1.89,0.015,1992,1,16
17601,0.07,0.46,-0.17,0.015,1992,1,17
17602,-0.66,0.26,0.51,0.015,1992,1,20
17603,-1.15,-0.65,0.36,0.015,1992,1,21
17604,1.39,0.02,-0.82,0.015,1992,1,22
17605,-0.43,0.86,0.01,0.015,1992,1,23
17606,0.14,0.2,-0.04,0.015,1992,1,24
17607,-0.15,-0.1,1.06,0.015,1992,1,27
17608,0.0,-0.05,0.64,0.015,1992,1,28
17609,-1.02,0.57,-0.13,0.015,1992,1,29
17610,0.43,0.36,-0.36,0.015,1992,1,30
17611,-0.51,0.87,-0.14,0.015,1992,1,31
17612,0.25,-0.02,0.36,0.015,1992,2,3
17613,1.01,-0.07,-0.01,0.015,1992,2,4
17614,0.24,0.51,0.07,0.015,1992,2,5
17615,0.04,0.19,0.61,0.015,1992,2,6
17616,-0.59,0.47,0.24,0.015,1992,2,7
17617,0.46,-0.42,0.73,0.015,1992,2,10
17618,0.02,0.04,0.42,0.015,1992,2,11
17619,0.89,0.23,-0.08,0.015,1992,2,12
17620,-0.83,0.23,0.47,0.015,1992,2,13
17621,-0.23,0.03,0.89,0.015,1992,2,14
17622,-1.2,0.2,1.82,0.015,1992,2,18
17623,-0.01,-1.04,0.94,0.015,1992,2,19
17624,1.28,-0.06,-0.11,0.015,1992,2,20
17625,-0.52,0.37,0.08,0.015,1992,2,21
17626,-0.05,-0.53,0.18,0.015,1992,2,24
17627,-0.44,-0.12,-0.45,0.015,1992,2,25
17628,1.19,0.06,-0.41,0.015,1992,2,26
17629,-0.13,0.59,0.2,0.015,1992,2,27
17630,-0.27,0.16,0.28,0.015,1992,2,28
17631,0.09,0.17,0.31,0.015,1992,3,2
17632,0.03,0.03,0.45,0.015,1992,3,3
17633,-0.74,0.5,0.29,0.015,1992,3,4
17634,-0.88,-0.39,0.01,0.015,1992,3,5
17635,-0.56,-0.08,-0.23,0.015,1992,3,6
17636,0.15,-0.32,0.25,0.015,1992,3,9
17637,0.55,0.18,-0.13,0.015,1992,3,10
17638,-0.73,0.05,0.12,0.015,1992,3,11
17639,-0.13,-0.35,-0.14,0.015,1992,3,12
17640,0.44,-0.14,0.04,0.015,1992,3,13
17641,0.04,-0.37,0.16,0.015,1992,3,16
17642,0.74,-0.3,0.03,0.015,1992,3,17
17643,-0.02,0.51,0.8,0.015,1992,3,18
17644,0.17,-0.13,0.61,0.015,1992,3,19
17645,0.18,-0.32,0.31,0.015,1992,3,20
17646,-0.29,0.04,-0.17,0.015,1992,3,23
17647,-0.28,-0.06,-0.03,0.015,1992,3,24
17648,-0.14,0.33,0.04,0.015,1992,3,25
17649,-0.11,-0.39,0.3,0.015,1992,3,26
17650,-1.09,0.04,0.08,0.015,1992,3,27
17651,-0.21,-0.3,0.37,0.015,1992,3,30
17652,0.12,0.28,0.09,0.015,1992,3,31
17653,0.02,-0.58,-0.26,0.015,1992,4,1
17654,-1.0,0.07,0.19,0.015,1992,4,2
17655,0.0,-0.62,-0.39,0.015,1992,4,3
17656,0.91,-0.6,0.04,0.015,1992,4,6
17657,-1.83,-0.19,0.78,0.015,1992,4,7
17658,-1.08,-0.51,0.17,0.015,1992,4,8
17659,1.63,0.09,-0.68,0.015,1992,4,9
17660,0.73,-0.21,0.19,0.015,1992,4,10
17661,0.45,-0.39,-0.15,0.015,1992,4,13
17662,1.39,-0.61,0.54,0.015,1992,4,14
17663,0.82,-0.46,0.33,0.015,1992,4,15
17664,-0.31,-0.83,1.38,0.015,1992,4,16
17665,-1.52,-0.48,1.15,0.015,1992,4,20
17666,-0.13,-0.34,0.58,0.015,1992,4,21
17667,-0.01,0.02,0.58,0.015,1992,4,22
17668,0.22,-0.5,0.46,0.015,1992,4,23
17669,-0.51,0.67,-0.01,0.015,1992,4,24
17670,-0.22,-0.51,-0.18,0.015,1992,4,27
17671,-0.09,-0.88,0.45,0.015,1992,4,28
17672,0.8,0.12,-0.1,0.015,1992,4,29
17673,0.88,0.63,-0.72,0.015,1992,4,30
17674,-0.45,0.61,-0.1,0.014,1992,5,1
17675,1.02,-0.44,-0.39,0.014,1992,5,4
17676,0.16,0.19,0.03,0.014,1992,5,5
17677,0.04,0.31,0.18,0.014,1992,5,6
17678,-0.19,0.14,0.22,0.014,1992,5,7
17679,-0.03,-0.23,0.28,0.014,1992,5,8
17680,0.51,-0.14,-0.08,0.014,1992,5,11
17681,-0.5,0.12,0.58,0.014,1992,5,12
17682,-0.04,-0.18,0.57,0.014,1992,5,13
17683,-0.81,-0.02,0.19,0.014,1992,5,14
17684,-0.59,0.34,-0.11,0.014,1992,5,15
17685,0.5,-0.39,-0.11,0.014,1992,5,18
17686,0.72,-0.65,0.03,0.014,1992,5,19
17687,-0.06,0.35,0.02,0.014,1992,5,20
17688,-0.63,0.45,0.19,0.014,1992,5,21
17689,0.27,0.06,-0.01,0.014,1992,5,22
17690,-0.7,0.04,-0.07,0.014,1992,5,26
17691,0.22,-0.15,0.14,0.014,1992,5,27
17692,0.88,-0.6,-0.51,0.014,1992,5,28
17693,0.01,0.62,0.06,0.014,1992,5,29
17694,0.45,-0.23,0.0,0.015,1992,6,1
17695,-0.62,0.88,0.39,0.015,1992,6,2
17696,0.14,-0.15,0.3,0.015,1992,6,3
17697,-0.34,0.14,0.72,0.015,1992,6,4
17698,-0.08,-0.21,0.21,0.015,1992,6,5
17699,-0.17,-0.32,0.56,0.015,1992,6,8
17700,-0.86,-0.26,0.59,0.015,1992,6,9
17701,-0.71,-0.1,0.4,0.015,1992,6,10
17702,0.2,-0.79,-0.07,0.015,1992,6,11
17703,0.25,0.09,-0.14,0.015,1992,6,12
17704,-0.02,-0.45,0.24,0.015,1992,6,15
17705,-0.49,-0.26,0.58,0.015,1992,6,16
17706,-1.55,-0.27,0.1,0.015,1992,6,17
17707,-0.43,-0.54,-0.07,0.015,1992,6,18
17708,0.65,-0.21,-0.29,0.015,1992,6,19
17709,-0.27,-0.71,-0.34,0.015,1992,6,22
17710,0.29,0.04,-0.11,0.015,1992,6,23
17711,-0.13,-0.29,0.42,0.015,1992,6,24
17712,-0.17,0.0,0.14,0.015,1992,6,25
17713,0.05,-0.06,0.16,0.015,1992,6,26
17714,1.34,-0.33,-0.47,0.015,1992,6,29
17715,0.14,0.84,0.04,0.015,1992,6,30
17716,1.05,-0.31,-0.52,0.014,1992,7,1
17717,-0.3,-0.21,0.56,0.014,1992,7,2
17718,0.38,-0.61,-0.33,0.014,1992,7,6
17719,-1.04,0.29,1.06,0.014,1992,7,7
17720,0.15,-0.52,0.0,0.014,1992,7,8
17721,0.96,-0.08,-0.14,0.014,1992,7,9
17722,0.19,0.35,-0.14,0.014,1992,7,10
17723,0.16,0.2,-0.16,0.014,1992,7,13
17724,0.62,0.08,-0.08,0.014,1992,7,14
17725,-0.12,0.45,-0.28,0.014,1992,7,15
17726,0.08,0.09,-0.6,0.014,1992,7,16
17727,-0.52,-0.03,0.14,0.014,1992,7,17
17728,-0.48,-0.35,0.34,0.014,1992,7,20
17729,0.16,0.31,-0.45,0.014,1992,7,21
17730,-0.68,0.22,0.29,0.014,1992,7,22
17731,0.24,-0.07,0.06,0.014,1992,7,23
17732,-0.05,0.02,0.21,0.014,1992,7,24
17733,0.04,0.05,-0.09,0.014,1992,7,27
17734,1.31,-0.6,-0.15,0.014,1992,7,28
17735,1.05,-0.22,-0.36,0.014,1992,7,29
17736,0.38,0.09,0.25,0.014,1992,7,30
17737,0.16,0.4,-0.19,0.014,1992,7,31
17738,0.24,0.08,-0.38,0.012,1992,8,3
17739,-0.11,0.22,-0.14,0.012,1992,8,4
17740,-0.52,0.18,0.11,0.012,1992,8,5
17741,-0.35,0.09,-0.21,0.012,1992,8,6
17742,-0.25,0.2,-0.18,0.012,1992,8,7
17743,0.01,-0.35,0.15,0.012,1992,8,10
17744,-0.14,0.0,0.17,0.012,1992,8,11
17745,-0.31,0.21,-0.09,0.012,1992,8,12
17746,0.04,-0.14,-0.11,0.012,1992,8,13
17747,0.49,-0.16,0.02,0.012,1992,8,14
17748,0.19,-0.1,-0.09,0.012,1992,8,17
17749,0.08,-0.23,-0.08,0.012,1992,8,18
17750,-0.66,0.25,-0.1,0.012,1992,8,19
17751,-0.05,-0.24,-0.07,0.012,1992,8,20
17752,-0.75,0.27,0.19,0.012,1992,8,21
17753,-1.16,-0.02,-0.26,0.012,1992,8,24
17754,0.05,-0.45,-0.1,0.012,1992,8,25
17755,0.49,-0.23,-0.23,0.012,1992,8,26
17756,0.22,0.33,-0.01,0.012,1992,8,27
17757,0.23,-0.07,0.04,0.012,1992,8,28
17758,-0.13,0.05,0.22,0.012,1992,8,31
17759,0.45,-0.2,-0.4,0.012,1992,9,1
17760,0.52,0.18,-0.22,0.012,1992,9,2
17761,0.11,0.49,-0.48,0.012,1992,9,3
17762,-0.21,0.03,-0.14,0.012,1992,9,4
17763,-0.59,0.23,-0.21,0.012,1992,9,8
17764,0.41,-0.21,-0.25,0.012,1992,9,9
17765,0.83,-0.16,-0.21,0.012,1992,9,10
17766,0.04,0.38,-0.57,0.012,1992,9,11
17767,1.39,-0.48,-0.38,0.012,1992,9,14
17768,-1.12,0.5,0.25,0.012,1992,9,15
17769,-0.08,-0.1,0.06,0.012,1992,9,16
17770,0.02,0.04,-0.2,0.012,1992,9,17
17771,0.52,-0.3,0.27,0.012,1992,9,18
17772,-0.11,-0.08,0.22,0.012,1992,9,21
17773,-1.04,0.63,0.31,0.012,1992,9,22
17774,-0.03,-0.04,-0.02,0.012,1992,9,23
17775,0.36,-0.02,0.03,0.012,1992,9,24
17776,-1.06,-0.1,1.1,0.012,1992,9,25
17777,0.3,-0.64,0.33,0.012,1992,9,28
17778,0.1,-0.1,0.14,0.012,1992,9,29
17779,0.38,0.48,0.12,0.012,1992,9,30
17780,-0.44,-0.33,0.22,0.01,1992,10,1
17781,-1.28,0.4,0.3,0.01,1992,10,2
17782,-0.82,-0.89,0.2,0.01,1992,10,5
17783,0.16,0.55,-0.2,0.01,1992,10,6
17784,-0.55,0.74,-0.29,0.01,1992,10,7
17785,0.81,-0.13,-0.58,0.01,1992,10,8
17786,-1.05,0.62,0.18,0.01,1992,10,9
17787,0.94,-0.69,0.17,0.01,1992,10,12
17788,0.48,-0.03,-0.25,0.01,1992,10,13
17789,0.02,0.24,-0.21,0.01,1992,10,14
17790,0.09,0.12,-0.32,0.01,1992,10,15
17791,0.45,-0.05,-0.29,0.01,1992,10,16
17792,0.92,0.22,-0.94,0.01,1992,10,19
17793,0.16,0.34,0.2,0.01,1992,10,20
17794,0.17,0.29,0.03,0.01,1992,10,21
17795,-0.17,-0.03,0.12,0.01,1992,10,22
17796,-0.13,0.4,0.27,0.01,1992,10,23
17797,0.82,-0.67,0.37,0.01,1992,10,26
17798,0.03,0.0,-0.17,0.01,1992,10,27
17799,0.48,0.08,-0.25,0.01,1992,10,28
17800,0.28,0.08,-0.47,0.01,1992,10,29
17801,-0.32,0.79,-0.04,0.01,1992,10,30
17802,0.79,-0.43,-0.08,0.012,1992,11,2
17803,-0.5,0.46,0.21,0.012,1992,11,3
17804,-0.47,0.44,0.3,0.012,1992,11,4
17805,0.44,0.3,-0.31,0.012,1992,11,5
17806,0.03,0.41,-0.31,0.012,1992,11,6
17807,0.35,0.44,-0.55,0.012,1992,11,9
17808,0.17,0.58,-0.54,0.012,1992,11,10
17809,0.86,0.4,-0.78,0.012,1992,11,11
17810,0.08,-0.2,0.16,0.012,1992,11,12
17811,0.0,0.43,0.04,0.012,1992,11,13
17812,-0.33,0.21,-0.01,0.012,1992,11,16
17813,-0.4,-0.16,0.54,0.012,1992,11,17
17814,0.81,0.0,-0.41,0.012,1992,11,18
17815,0.23,0.22,-0.33,0.012,1992,11,19
17816,0.68,-0.08,-0.11,0.012,1992,11,20
17817,-0.28,0.25,0.21,0.012,1992,11,23
17818,0.6,0.08,-0.16,0.012,1992,11,24
17819,0.41,0.02,0.31,0.012,1992,11,25
17820,0.24,-0.01,0.04,0.012,1992,11,27
17821,0.34,0.18,0.51,0.012,1992,11,30
17822,-0.06,0.16,0.09,0.013,1992,12,1
17823,-0.21,0.42,0.26,0.013,1992,12,2
17824,0.06,0.3,0.01,0.013,1992,12,3
17825,0.51,0.08,-0.15,0.013,1992,12,4
17826,0.64,-0.05,-0.25,0.013,1992,12,7
17827,0.32,-0.13,0.16,0.013,1992,12,8
17828,-0.29,-0.12,0.18,0.013,1992,12,9
17829,-0.32,-0.32,0.3,0.013,1992,12,10
17830,-0.17,0.08,0.16,0.013,1992,12,11
17831,-0.17,0.04,0.21,0.013,1992,12,14
17832,-0.18,-0.37,0.27,0.013,1992,12,15
17833,-0.37,-0.29,0.47,0.013,1992,12,16
17834,0.88,-0.05,-0.5,0.013,1992,12,17
17835,1.1,-0.59,-0.19,0.013,1992,12,18
17836,-0.08,-0.09,0.13,0.013,1992,12,21
17837,-0.06,-0.12,0.61,0.013,1992,12,22
17838,-0.14,0.34,0.47,0.013,1992,12,23
17839,0.19,0.28,-0.02,0.013,1992,12,24
17840,-0.06,-0.23,0.1,0.013,1992,12,28
17841,-0.05,0.43,0.08,0.013,1992,12,29
17842,0.2,0.42,0.1,0.013,1992,12,30
17843,-0.18,1.48,0.02,0.013,1992,12,31
17844,-0.3,-0.31,0.57,0.012,1993,1,4
